sample_id,lat,lon,elevation,slope_deg,aspect_deg,drainage_density,lithology,landuse,mean_annual_rainfall_mm,label
S-0024,27.934501084758953,88.21299612669783,1964.111983180832,40.47665901108943,66.66456418328433,0.5658480930883707,quartzite,agriculture,2331.7538360818353,1
S-0025,27.8403181224027,88.11048213917034,2955.6142166383606,40.23079742625275,85.55701080981504,0.9025937681428985,quartzite,barren,3729.982271752652,1
S-0026,27.757278531446264,88.71645440286329,2733.8221019496273,16.178578643891765,290.49992076745286,0.3058478414709125,phyllite,built-up,3757.0706892072967,0
S-0027,27.23830039623757,88.57532530632055,1636.008820958526,23.215245970564958,95.24674001565418,0.12716569951533926,alluvium,scrub,2228.4738263094887,0
S-0028,27.9707635230081,88.68449142045688,1591.4810553312684,7.132672170727755,264.29268447393054,0.40805880940936157,phyllite,built-up,3072.957003925117,0
S-0029,27.41748093090791,88.21173074957409,1093.6580743059192,17.319083807347205,18.61973699990078,0.5451737522978046,quartzite,forest,2402.8612768664243,0
S-0030,27.07658070732501,88.72742632485787,1673.5507446480256,39.601905933170755,199.966215649595,0.6442424955121457,phyllite,forest,3973.5173940752748,1
S-0031,27.517291629165527,88.27749988355757,864.4423828075548,1.7333154753420388,333.6013757092615,0.2555983273498243,phyllite,agriculture,2897.87277019494,0
S-0032,27.44455164724184,88.28433614664772,2104.67447124742,33.92921763649675,223.8831984150885,0.7511187112003158,schist,forest,3554.7036217618956,1
S-0033,27.934060196488513,88.14814703582381,3071.967263083896,22.10432506691031,39.34162480124088,0.8704073025333142,gneiss,barren,3005.5223477203813,1
S-0034,27.73466521031274,88.28291314836692,813.7358749987795,15.087884108220205,339.2655302910681,0.5388672274002103,gneiss,agriculture,2935.923429796172,0
S-0035,27.75277060884293,88.0190332147028,2614.7595210120367,27.67737329422163,112.52518165029021,0.6457251194373488,phyllite,forest,2569.752269131754,1
S-0036,27.943277166332344,88.59348037122271,2288.2562106862233,23.231421831542683,44.593118951119564,0.4570192008412345,gneiss,barren,3195.7445293527226,1
S-0037,27.1827745232558,88.74648575339447,3002.1271807585704,40.582288233226954,116.0972449807195,0.9156665409874694,gneiss,forest,3464.832613832701,1
S-0038,27.46497405483621,88.53944451236876,2216.3910464381306,37.43216805607308,107.619714402806,0.759548695674826,phyllite,forest,3513.0235302860638,1
S-0039,27.28072738303841,88.86006093134228,2391.6969321767474,35.02676637302365,228.434495382647,0.8930996667407598,phyllite,agriculture,3586.919694337109,1
S-0040,27.45722547131578,88.47769263153916,2854.7753424302637,28.588779040750417,101.96889597004106,0.42072322701362325,alluvium,forest,3814.786261567058,1
S-0041,27.35231250932002,88.02237354224764,2137.4954848402112,45.908061216900805,345.3153382240473,0.5133691181708695,schist,built-up,3320.7882970077085,1
S-0042,27.445094785850003,88.22925551510572,1284.9587448721652,19.414870172250335,357.4108646173602,0.4685590215449258,alluvium,agriculture,2791.7174543575065,0
S-0043,27.802083554148567,88.6248361920786,1409.2028002730287,18.09188004876002,206.95389466429208,0.512452669161528,alluvium,forest,3428.214814455394,1
S-0044,27.794299817672275,88.49967823809415,2940.7277738294865,41.44645226236052,270.70672376696956,0.6521340104483653,schist,agriculture,2909.84339119681,1
S-0045,27.91799862889923,88.72371207356404,2623.291992921702,46.95184981971686,214.27662254881383,0.4319938732947883,phyllite,agriculture,3710.792332879217,1
S-0046,27.960700344808618,88.82195666533178,1309.5199057342584,20.24494448937106,172.7274609918552,0.45162272631370903,alluvium,agriculture,2764.86572855852,0
S-0047,27.682283657644483,88.61319652542072,2551.4537311370837,9.46453043060312,355.5530811923262,0.18866415707854767,quartzite,barren,2914.756447317042,0
S-0048,27.242836037754277,88.74219777141072,1847.6633685650588,44.62665970385484,12.903390510538744,0.9630536540051621,schist,agriculture,4001.403764160537,1
S-0049,27.64466266043321,88.15791602192118,1729.9039284027547,23.349947181763955,162.90285534877827,0.44014389270498455,alluvium,forest,3215.3159715935276,0
S-0050,27.641877783571044,88.21683440477288,1794.2371004257704,18.816281017811665,160.7002171717354,0.308048475330066,schist,agriculture,2106.0095671818267,0
S-0051,27.568187281268344,88.75921745643798,2134.456674656137,35.0622107984787,82.1710351668314,0.4062112839404453,gneiss,agriculture,2975.6983343649017,1
S-0052,27.108694870242527,88.24858662711091,1663.2983551388468,16.257862747489547,340.34996607838144,0.44501323115410235,alluvium,forest,2721.400631840757,0
S-0053,27.337660670426395,88.83232758638083,1670.7319590107954,37.13899348178951,151.33743774189975,0.6801657015203242,phyllite,forest,2881.235604281324,1
S-0054,27.896723760230483,88.18984094963984,2453.0458790638195,24.03192880769614,38.969798930948535,0.23474665106781312,phyllite,agriculture,2847.518615961161,0
S-0055,27.51380383621065,88.16683774552224,2149.5957777739063,19.95284014771882,85.84791973766731,0.36362000354150714,alluvium,agriculture,3456.1416375593244,0
S-0056,27.10517990317932,88.37131441234631,1802.931854987288,44.37470902651121,157.81905309030944,0.8821284743392752,schist,forest,2950.559724296715,1
S-0057,27.535387530688837,88.20937666776979,2253.9402221715163,34.38229522555829,314.75317150469067,0.38250183265442034,phyllite,forest,3437.4218779622265,1
S-0058,28.040763648601416,88.57869858100675,1740.9779336970787,18.871858351612218,158.78787466222232,0.3594047454855071,phyllite,barren,2943.5825762605887,0
S-0059,27.233566449422362,88.04041955745309,2419.4965793691495,17.270165640087082,243.11002632029428,0.5618724403286308,quartzite,agriculture,3368.090683789834,1
S-0060,27.751187468038896,88.7307893813595,2112.4608465626998,18.147014962032777,303.3556638185506,0.39987984696464607,quartzite,scrub,2582.4868782589106,0
S-0061,27.137436088243167,88.45569693845857,2495.4531613966774,34.64392631881354,49.255660090665465,0.5880852615021229,gneiss,barren,3210.6341365304393,1
S-0062,27.913367642388422,88.2531104054551,2081.574867745158,34.572138491356206,124.73743007269756,0.8210512422916706,schist,agriculture,3453.1431658429224,1
S-0063,27.075740604844643,88.39493953162176,1049.9322231378471,0.0,176.1354686990872,0.3817079712572401,alluvium,agriculture,1965.9886813280489,0
S-0064,27.054137694851136,88.40341656985355,1252.930719427167,11.455902774068262,171.1100224380975,0.22932100546627796,gneiss,agriculture,2963.0913478472157,0
S-0065,27.89371458708938,88.80171324179068,2694.7919672974267,49.05993369907298,288.31377315838756,0.7953056714291915,phyllite,forest,2848.196148536423,1
S-0066,28.164837629273883,88.23036858151085,2788.705944488847,41.13908211457554,134.17284287042432,1.0,gneiss,barren,2776.687579664945,1
S-0067,27.128774835399025,88.72894666280038,1492.812445147443,11.345520154090687,67.133986112111,0.6681715103950501,alluvium,agriculture,2579.1901083953694,0
S-0068,27.550698930646007,88.11863999600787,3008.104840825604,34.91326944453587,359.54761322403533,0.6695629022806678,gneiss,barren,3234.6022167685846,1
S-0069,28.16250278563392,88.27266816595358,1548.6689544796836,17.190430762588157,50.9900284702458,0.4085682398080823,alluvium,barren,2955.6150361735054,0
S-0070,27.1156691545842,88.05990297125966,2580.066542687927,40.03388240619943,343.92579414761195,0.6496091162439778,schist,barren,3300.1785201043044,1
S-0071,27.39583345479934,88.28619198725684,2057.5579668087125,47.00184564019963,108.74576476210986,0.7637448846154223,gneiss,built-up,3501.542027973473,1
S-0072,28.09493855555477,88.17272904526997,1373.2808508157036,13.65078597279638,5.84296428328972,0.3836445960772391,schist,forest,2034.4881060684295,0
S-0073,27.849412673281737,88.78045504894604,1250.6597820075851,12.913372332763334,149.16735791797007,0.36613012700804515,alluvium,agriculture,2818.423255430846,0
S-0074,27.705173486613255,88.76601846413999,2863.8430661338457,31.47083855335288,0.5978547629281916,0.5526970870254548,schist,barren,2801.4325495990443,1
S-0075,27.417208361803084,88.81684440225143,1084.64148403383,11.241307932010185,337.2866237271433,0.2815765705826963,quartzite,forest,2377.0453021346884,0
S-0076,27.97682446159924,88.86960872092887,2205.71302778033,28.298504803485873,117.12338298600375,0.6244063387884083,phyllite,agriculture,3007.1070085188317,1
S-0077,27.027254487760633,88.8397208994402,2628.3969912832636,51.35784336320233,190.63513990262607,0.7467179251455159,gneiss,barren,3238.9653651831127,1
S-0078,27.671048592894497,88.11795197640159,2734.235777994519,8.354711621583487,178.8899746069258,0.8588835608344481,gneiss,scrub,2987.609398177714,1
S-0079,27.974547553424472,88.84941853129335,1074.056363550793,24.52244562808094,58.6283584473729,0.543752969848801,schist,built-up,2907.2651123821265,0
S-0080,27.514831345628895,88.246086731914,1498.109069437726,23.124121731863436,222.71782029707433,0.2798035530013561,alluvium,built-up,3016.8781142897024,0
S-0081,27.116172179165964,88.26219650820262,990.0621275792392,21.47355785482538,79.04865319275288,0.02659879909109312,alluvium,agriculture,2714.4812552600174,0
S-0082,27.757997278946476,88.85760945556278,2850.0222973494792,29.54338967232653,332.8926001991599,0.7017176937505981,phyllite,scrub,2708.800047671001,1
S-0083,27.04993700863427,88.61264307411956,1860.8677799224117,38.51142058552162,251.34830121956884,0.7020977832797938,phyllite,scrub,2366.23913800461,1
S-0084,27.940677850927695,88.09530766337568,1788.87499135484,31.116277177692407,102.43471504025709,0.6696875131915894,schist,barren,3509.7978815461483,1
S-0085,27.21212733952708,88.82887342523871,2610.2642377087095,40.96418000808659,14.788473589744896,0.7548211708964251,phyllite,agriculture,3024.378435958025,1
S-0086,27.518511647730126,88.10394105729883,2141.2289163359346,30.46472419642622,185.79160845256047,0.8453496805413786,schist,forest,3538.1932433927414,1
S-0087,28.0240836879218,88.59657779148723,2123.7387337738205,22.39041647005557,163.18076994005884,0.7568920051547744,alluvium,agriculture,2576.2467058777565,1
S-0088,27.27268646614173,88.3338300554762,2035.7373884385531,58.76980529053753,285.7255742015901,0.9696391783651471,schist,built-up,3097.3383534400987,1
S-0089,27.4449576290791,88.0969668513603,1321.6391087607087,49.14592444577377,176.29190705408612,0.8781587639892904,phyllite,scrub,3346.145496825507,1
S-0090,27.996023014990833,88.89894667360029,1555.3397986496327,0.0,187.87551648798814,0.3822647203728554,quartzite,agriculture,3331.262648358319,0
S-0091,27.8396485605729,88.7807415685771,1493.6170580538167,30.134342248958312,293.2698395224378,0.5308328852662428,phyllite,forest,3345.479260137185,1
S-0092,27.036981401481526,88.83480629590586,2317.200446349348,62.204150122474026,131.53624675168805,0.705836981035219,quartzite,agriculture,3227.1946504204357,1
S-0093,27.283632522460252,88.1756669768368,1036.0234882471655,9.867658233737227,15.24460103953373,0.2953434060660137,gneiss,barren,2987.9299692819864,0
S-0094,27.57084591147112,88.08502000125536,2565.3873455693224,34.60741516115985,243.823463771183,0.5080238563539969,phyllite,forest,2139.316666032319,1
S-0095,27.665501744419,88.74681076881917,2169.3378270855765,38.69381135132779,30.534938032259543,0.7774446358152176,schist,agriculture,3500.048724854778,1
S-0096,27.186909205169496,88.35285402017391,816.4114547072766,0.0,303.38350877032997,0.46578114385547426,quartzite,built-up,3608.2558795103328,0
S-0097,27.624806882965846,88.72182329224624,1897.4996435956346,57.97296530747994,17.484944344904907,0.684486982963805,alluvium,barren,3291.508011571575,1
S-0098,27.072396982289067,88.67911582439632,1212.7449692433022,10.563420754876423,123.35410657211062,0.3177276251343306,gneiss,forest,2412.2405689045518,0
S-0099,27.364740117675133,88.11137842328532,2316.439010068584,32.56504492067366,48.37208879270214,0.8538755264327857,alluvium,scrub,3617.949124981771,1
S-0100,27.234149089310804,88.7507088028019,1718.4130583940137,18.80102453878407,121.06289895385021,0.22298838606739696,phyllite,scrub,3295.153475167492,0
S-0101,27.524060867078834,88.35782037444245,2335.171619640863,42.348842714636476,24.180000785196082,0.5732432008046273,schist,forest,3035.140248617213,1
S-0102,28.161011678921053,88.80410197572809,1610.848188442567,28.379088836583726,17.62693553638053,0.8110021354456503,phyllite,built-up,4112.653150910424,1
S-0103,27.47667996176739,88.24552389713125,1664.310796245633,22.685874460755713,41.723591514929794,0.1929069280424284,schist,forest,2756.706664670811,0
S-0104,27.080190905641757,88.77563297603442,2338.6968324873346,8.734561106278658,127.87842028363193,0.4323474311115366,gneiss,agriculture,2802.12914418068,0
S-0105,27.05894117250005,88.05215081008431,1353.2993298086608,16.850256181946918,160.17759396972224,0.3691043713484728,gneiss,agriculture,3085.19897013804,0
S-0106,27.58398999700579,88.75011269840971,1508.90924231148,35.47482665697035,116.09655874838273,0.5488160575564682,gneiss,barren,3350.4177478490446,1
S-0107,27.9931574063911,88.28542500354044,2032.7719138220616,48.762401574663855,288.74152331486073,0.5660304067622706,phyllite,scrub,3984.193840313211,1
S-0108,28.09889382945445,88.67660263830771,720.0921461522671,14.995495223016329,343.0710581616372,0.2731907871021309,schist,agriculture,2999.9152417183195,0
S-0109,27.43417513266407,88.54279644160485,1399.3610314405732,22.342409278194857,282.17667937525687,0.6823583716862318,phyllite,barren,3349.220927373671,1
S-0110,27.697273367640474,88.21307038399395,2246.0633292170546,23.518727405849525,0.44390250428692823,0.7125971504971681,phyllite,forest,3060.9906351225923,1
S-0111,27.5835367352047,88.17594624465693,1190.123035614578,2.510376622488957,65.27572515570685,0.3317292163919999,alluvium,built-up,2836.0627310670293,0
S-0112,27.86683122071574,88.42064344139976,2477.0582506620467,52.03821392066557,212.6681258989558,0.7366156583467528,phyllite,barren,3021.1369370680213,1
S-0113,27.783830262027383,88.75161321197267,2163.677380821211,6.484218030990622,181.63628629341738,0.30505204039169515,schist,agriculture,2796.97308134754,0
S-0114,27.648572030604907,88.69821197779339,901.1569184407982,10.505547651795283,180.8686777071378,0.2575737373738214,quartzite,forest,2643.1095948318866,0
S-0115,27.91022343580225,88.25624807410415,2460.5836278660563,37.1290582894749,23.590956210617673,0.8276928362267183,phyllite,forest,2348.320844319993,1
S-0116,27.39788279681106,88.88161361252794,2664.148495784242,45.143964826306586,334.93846233209416,0.6668549023320468,schist,agriculture,2574.84626186406,1
S-0117,27.25859417017524,88.35927577239201,1141.123231291243,12.461706197980474,220.71939083789022,0.351691654492799,phyllite,forest,2396.676445490295,0
S-0118,28.132058821533423,88.81774742190008,1825.0103367109161,20.156467295871842,221.17899835266687,0.35663255043502745,gneiss,barren,2423.38495910808,0
S-0119,27.547684629482212,88.49694643297398,1331.0943268214303,6.061379183589802,136.02155190941662,0.36470028711490743,quartzite,agriculture,2770.7126704064713,0
S-0120,27.936874837226362,88.20669042699897,2406.9451426863466,42.53965579308696,290.6753781514614,0.7066318567156297,schist,forest,2726.348667240691,1
S-0121,28.083586984087365,88.73356578659688,1510.6724154930548,10.492228596599443,25.648011851972804,0.4806234155549958,alluvium,forest,2992.0964610047067,0
S-0122,27.53401926582479,88.11780129776545,2793.4758997869612,0.0,318.63347576164824,0.2302769963367749,quartzite,forest,2626.549005938325,0
S-0123,28.192251596144217,88.63452537687178,1924.1970056193563,12.593883321226121,355.4325431845718,0.44441060091533,alluvium,forest,3218.2560480837064,0
S-0124,27.099275999906926,88.09150471261334,3060.384915582992,50.479499850594316,93.72547562949002,0.7418296426970857,phyllite,barren,3118.823222529852,1
S-0125,27.20264764993526,88.03477987884419,1618.7616161697993,1.9913240909878684,140.36020879413925,0.42615926774573787,quartzite,scrub,2526.76327936593,0
S-0126,27.27229121886106,88.67211065021412,1413.9798721733796,48.63851532734358,10.658624086300756,0.9522724928951235,gneiss,agriculture,2648.7962892608534,1
S-0127,27.592788983093424,88.35426741114883,2574.71694986387,30.34464722570287,74.52739494893231,0.7504874689908152,phyllite,forest,3445.7081753428256,1
S-0128,28.171077048441475,88.55216483625685,800.9738123616431,21.153889664297026,100.66907847691088,0.4658809711374141,alluvium,forest,3472.9534341360395,0
S-0129,27.79503551323944,88.72244854475953,1635.2095636636445,18.483666687659344,218.3515561468601,0.4156483510301459,phyllite,forest,2040.8742000400894,0
S-0130,27.57876412433148,88.33625272461362,2020.9916559627854,23.451775147422108,281.0092095095703,0.6122688797600498,schist,built-up,3426.184167667637,1
S-0131,27.367147948980783,88.27930120653167,2110.1942930842706,41.85037937656101,345.5188280385193,0.6860052025519762,phyllite,barren,3529.6798479183453,1
S-0132,28.15044903116632,88.06293846832918,853.9470822635041,0.18270515679038724,54.21538340748126,0.3697810719681728,quartzite,forest,2453.8628671592664,0
S-0133,27.863355547141122,88.13825205567285,2067.0806040423104,34.929167816654235,163.84242326823446,0.5939103205072804,schist,barren,3303.056168368464,1
S-0134,27.938108457088735,88.1805062241894,1317.1806258224806,13.959791508012081,44.61769959871601,0.3234711209640806,alluvium,agriculture,2737.4314083426807,0
S-0135,27.562806094815205,88.83101227095324,1756.909510053561,18.624150050497374,205.90222523083298,0.07155326493283144,alluvium,agriculture,2565.9246204291953,0
S-0136,28.136783754875523,88.47645221862366,1184.6150591973321,15.76351230790189,167.012022999618,0.2127313010780748,quartzite,built-up,2079.808523306328,0
S-0137,27.14100525870312,88.32472950527577,1868.1484845904467,12.564585897146662,120.6168759018485,0.38849880960683925,alluvium,built-up,2781.776749298184,0
S-0138,28.00164919719232,88.42073608548571,1481.7767900177432,15.738832306035665,187.2258884141357,0.24292707541719333,quartzite,agriculture,2675.24347509784,0
S-0139,28.03031750389366,88.12622418009875,2074.0113108965575,36.107556590635944,354.44810931538484,0.6718493513607321,alluvium,scrub,3366.988783496806,1
S-0140,28.02793714091085,88.14897855046175,2003.129413887714,58.350733027310675,88.58398014177784,1.0,schist,forest,3042.1708592522423,1
S-0141,27.68607366285129,88.08920182742189,2437.348544231601,26.436523397346672,245.97300875717266,0.4162080620032134,alluvium,built-up,2895.7964607714543,1
S-0142,27.07178920478076,88.15872001877602,1407.1850092384193,11.722808573055985,304.45178423291,0.09282711567558176,alluvium,built-up,2605.154575673929,0
S-0143,27.70091756269528,88.04985586824783,1203.469814472922,25.555282123989247,18.34577372695898,0.6265374725648186,alluvium,forest,2935.433243077274,1
S-0144,27.107703882301433,88.71370448106367,1330.8418985692101,16.756679417439553,185.44801566462803,0.23017913826605269,schist,barren,3306.5218228677463,0
S-0145,27.524000987206605,88.33438888756572,915.8328512244412,6.4915221645222605,72.06603501054944,0.08892455164582765,gneiss,scrub,2473.2827282918975,0
S-0146,27.173429026639255,88.45407361332,2298.895040970926,45.39412672300948,141.88527978411508,0.4094549600941877,gneiss,agriculture,3099.558964785235,1
S-0147,27.06996329002688,88.25780160419386,2699.912123455147,38.99477473015739,123.58528645640679,0.8649969475513125,gneiss,agriculture,3806.717062855699,1
S-0148,27.819658743890944,88.67374721751126,1851.2880883498615,57.37231162429517,266.19532865154355,0.8874497900565665,gneiss,forest,2915.0651742349164,1
S-0149,27.200367503889243,88.53643829791093,2864.4802952184946,29.123043442854403,327.2633331922615,0.6057900874411939,schist,barren,3599.7345329897958,1
S-0150,27.061000154338174,88.37065909627088,1212.6740718689684,10.347248525747158,130.0676035869659,0.3555208248645432,gneiss,forest,2714.4187424556753,0
S-0151,27.32668987421419,88.09475027186872,2269.120716029341,36.40815128619939,235.05196556303943,0.975608001323128,quartzite,agriculture,3224.1873792469473,1
S-0152,28.172631275897228,88.15281997639543,1701.8165893549005,20.291025519133665,353.1617320873582,0.49048540337851815,alluvium,forest,3663.4636042819334,0
S-0153,28.169300547730614,88.63734179845838,1741.5342940049948,20.50208905279898,77.48774934449393,0.1769487625400359,schist,agriculture,2771.9948564748797,0
S-0154,28.02747480455593,88.26048673675726,2454.9719770060356,15.258960805816244,47.07065281547469,0.5121284307426307,alluvium,forest,2916.4820804525975,0
S-0155,27.21937052451717,88.69466440890625,1268.649295822368,10.070458080074443,349.60865464883807,0.22237705664259605,quartzite,forest,2057.275839223934,0
S-0156,28.123412317968235,88.26666966740814,731.142702431434,11.923599119856666,334.4985476175852,0.2085980128202989,alluvium,agriculture,2466.6949633851013,0
S-0157,27.664295280789595,88.66508560352399,2606.881844983105,22.97496543959103,329.5075537027997,0.8493552078849885,phyllite,built-up,3873.434483815209,1
S-0158,27.152322308149103,88.71230633902687,1486.290293678058,7.962860581059948,134.53848103764648,0.228631102258844,schist,built-up,2880.537941285969,0
S-0159,27.10805743293077,88.72392482405168,2620.910033445031,36.086560133049396,267.2344617904716,0.6397011129806193,alluvium,agriculture,3518.3112038976933,1
S-0160,27.535287471504272,88.78562081474838,2036.5283000463717,7.7944625302985875,36.10346345829009,0.4769456093461594,schist,barren,3187.1995218215457,0
S-0161,27.096882336003286,88.1576625110704,2142.257580464983,24.703069533785246,309.4420080308033,0.37376720757496024,alluvium,forest,2651.4329055671724,0
S-0162,27.772638144096796,88.2071925918054,3063.6751070820924,36.68862469796655,167.3904442297151,0.42102468901815565,phyllite,agriculture,3143.6048410222324,1
S-0163,27.227365630901144,88.59549513685099,2575.43449436563,39.85325649415382,1.620044978277284,0.7125431616115835,quartzite,barren,3125.6173291255805,1
S-0164,27.185147390481056,88.80250953962943,2233.2729079296023,35.06808413351238,311.56435730003864,0.7663818436306079,quartzite,built-up,2930.3150153101965,1
S-0165,28.125391745969978,88.83235768211627,1679.7280304212327,13.900780342001251,172.75082419838344,0.709450355250205,schist,forest,3676.1654253174975,1
S-0166,27.80622502633688,88.2394277853595,1011.8998416782836,8.75653236284439,255.72930912821855,0.4416267374616281,schist,agriculture,3314.6360525148934,0
S-0167,28.12400363023815,88.18719826633762,1554.5645351870185,20.7988373724496,191.06038478168426,0.44045102801400143,gneiss,barren,3414.943020759121,0
S-0168,27.846956404355385,88.70399007574102,1540.4155813360398,12.381556557959808,242.71026928013382,0.364188879943655,phyllite,agriculture,3045.7760491569898,0
S-0169,27.008834723701206,88.87464378345487,2504.38073611222,44.655852363134294,67.53372549821688,0.9696341749966959,alluvium,scrub,3423.8161482464666,1
S-0170,27.756339111742665,88.78096505839841,1574.1763929469303,42.523339506431384,285.11079305089464,0.7046375917049048,schist,agriculture,3050.022124060346,1
S-0171,27.433918835487194,88.09779139293603,1280.2483045562622,19.629293070521335,213.6656132791892,0.29329410624027846,alluvium,forest,2473.669340806227,0
S-0172,27.384880942744143,88.34048621280141,2561.4730970332885,5.445076154204328,93.18082940546388,0.18836251285944308,schist,agriculture,2528.4082742592072,0
S-0173,27.999213835269405,88.21687351750512,1940.8600788168626,63.97673726595832,241.78061118810913,0.7382820125283811,alluvium,forest,2721.856410280759,1
S-0174,27.601253730124036,88.09822959708916,1198.2388539667431,39.31485816805452,86.89394218559865,0.6278138314201881,gneiss,forest,2865.577154061685,1
S-0175,27.924927856398444,88.22773127493672,2123.657643036879,21.97547493215561,334.8379869300447,0.23924351286843376,schist,agriculture,2558.8086749731983,0
S-0176,28.150271055889732,88.04432870793484,1755.9330731331738,39.89843392837443,155.27772725272186,0.6389584376841161,gneiss,barren,3361.5816082942447,1
S-0177,27.56006520447244,88.39158735400274,2613.9940883985296,26.82615887010392,256.7729506722113,0.8282528986445917,gneiss,agriculture,3159.0413173555617,1
S-0178,27.894244611337214,88.0316051299987,3004.784485048196,3.270512140243664,5.084904051656629,0.3352889647201238,quartzite,forest,2519.9663881416445,0
S-0179,27.588848393225426,88.04676567981859,2396.4137341299593,41.63454337839073,87.29382709019978,0.8086424016184341,phyllite,forest,2605.9778083490255,1
S-0180,27.654810832897258,88.07303860038151,2094.265931425731,21.884237663691565,39.120109489536645,0.3457973322656384,phyllite,agriculture,2076.1532124331084,0
S-0181,27.928747258267155,88.74366273177493,2053.9144070982225,31.457167233124444,235.47686741364842,0.708741149640317,alluvium,built-up,3259.450838121132,1
S-0182,27.76513077627486,88.88468845438233,1935.6140058068493,12.868691727398584,167.9433347298035,0.20012826630034813,schist,forest,2668.316240656397,0
S-0183,28.076106445908838,88.22128802830456,1354.1262901349326,11.400236945082806,76.97909566007921,0.32295394657256987,phyllite,scrub,3035.4560606949613,0
S-0184,28.090296828849127,88.58673792302199,2338.137089664277,14.057396950995283,242.85509171244865,0.934215730270536,alluvium,forest,3848.0281236544206,1
S-0185,27.609831497733893,88.6723682205669,2057.3120269934234,17.13388934381313,141.06157556761897,0.19964363813506736,gneiss,forest,3386.4811278502725,0
S-0186,27.22548429484377,88.46702317823838,1584.5837429579078,26.37685079938845,351.54974390945245,0.2939886594764176,alluvium,agriculture,2884.5840609455668,0
S-0187,27.362117840036316,88.67319111605721,2184.7690736469417,13.815420763617967,122.30494118965093,0.46770330741975297,gneiss,agriculture,3052.495331226859,0
S-0188,27.141607082544617,88.33676563906647,2419.818303008497,32.612286823822565,171.45263109122124,0.2990748350345593,schist,built-up,3209.342126445822,1
