Longitude,Latitude,Distance_To_Road_M
93.885857,27.673995,32.7
96.999701,28.137132,321.5
95.214298,28.265629,3.0
93.007304,27.508154,9.0
97.318943,28.237893,25.4
92.923129,27.532495,26.9
93.843242,28.394472,13.9
91.862678,27.724198,20.0
93.831527,27.529054,15.2
91.992378,27.718172,6.4
95.016830,27.782614,116.6
95.802133,28.099643,4.8
93.604860,27.070315,7.2
95.868409,27.561500,6.4
95.126826,28.362937,611.8
96.694146,27.442051,212.0
96.895860,27.310273,9.7
94.498309,28.074352,53.7
94.569331,28.117302,23.8
96.071444,27.451811,1.9
95.049426,28.913833,142.7
91.886769,27.575418,46.6
93.417431,27.909805,115.8
94.779364,28.855994,13.8
95.493633,28.142576,18.8
94.612620,28.035737,3.3
92.248904,27.259172,12.6
93.431224,28.645928,6.1
94.328154,28.670849,56.4
95.640821,26.947055,172.6
94.853509,28.228079,21.8
95.892205,27.499207,17.3
94.100147,27.932347,11055.5
94.862835,28.227235,42.5
94.693392,28.299943,1.7
94.802751,28.177862,20.7
92.633616,27.395263,20.0
94.820474,28.147287,34.7
96.933700,27.230121,6.1
93.056458,27.505991,925.8
95.728518,27.086589,221.8
95.906394,28.336682,2511.8
91.922664,27.577186,14.9
93.644000,27.214958,14.4
92.974767,27.555891,44.4
95.573184,27.234378,4.4
95.352155,26.708788,421.7
94.888458,28.432020,3.8
91.945775,27.604765,4.5
91.866567,27.576781,11.9
96.899552,27.299140,17.7
94.952796,28.962061,23.9
96.201583,27.495527,756.2
93.593681,27.746608,19.9
94.866737,28.291120,5.1
92.953211,27.593359,13.6
95.056376,28.906397,29.5
93.595940,27.084299,11.3
92.046495,27.431290,155.0
94.768790,28.111565,1258.6
92.964296,27.559556,18.2
93.120553,27.697621,19.6
94.810183,28.941612,20.6
94.919921,28.350530,2788.1
91.674917,27.515034,40.3
95.911800,27.207965,26.4
92.396141,27.192967,1.3
94.754851,27.828913,78.4
95.270252,26.929721,2.0
94.873210,28.983776,25.5
94.197397,28.036040,17.7
93.401347,27.036246,1.4
94.626394,28.036731,8.4
93.968373,27.781213,3.2
93.329759,27.770202,3171.4
95.554446,26.885519,179.1
93.831772,27.528213,3.2
93.775020,27.135464,10.1
95.109965,28.490632,194.4
95.841500,27.088658,0.9
93.047359,27.290805,10.0
94.846244,28.964435,23.8
94.188463,27.757672,13.4
92.222090,27.802937,1601.0
96.029027,27.892702,45.6
92.517327,27.204067,10.1
92.767976,27.311572,2.2
93.767503,27.782546,11.3
94.249472,28.056266,2515.8
91.654794,27.505822,178.8
92.113848,27.091355,21.2
92.515686,27.395909,1.4
91.869971,27.611831,11.4
93.826673,27.095475,10.6
93.661894,27.287291,46.2
93.698813,27.102283,1.1
91.727062,27.698623,13.5
93.650806,27.266178,78.3
95.764183,27.969320,1.4
95.934776,28.362125,56.1
95.820778,28.946021,49.8
95.938174,28.314435,1.6
95.817435,28.943973,85.6
95.480700,27.963273,5.3
96.560445,28.106234,42.2
94.915715,28.976960,23.4
95.427846,27.098183,5.7
95.592410,26.933490,7.8
95.740648,27.018011,97.2
96.143732,27.422783,24.2
93.097701,27.658955,29.8
95.102021,28.425101,10.5
95.078551,28.911926,1133.8
93.684989,27.570707,18.1
95.316190,26.844320,2.6
95.752073,28.057332,93.2
93.109765,27.571397,350.9
95.837332,28.217953,80.9
95.173883,28.540571,1.7
93.213690,28.007741,22.8
95.297157,28.110084,214.4
93.976821,27.348267,4.8
93.776689,27.140814,5.4
95.007988,28.660435,10.4
94.070658,28.291007,1.6
94.430733,28.703528,8865.6
94.478144,27.793336,8.6
91.972209,27.748200,21.2
93.800814,27.139492,1.9
91.700119,27.542831,9.6
93.489180,28.394364,218.8
93.646455,27.075444,34.2
94.672380,28.026113,8.9
95.418616,26.987565,37.2
94.244249,28.835727,19.4
96.310960,27.343976,12.0
95.009853,28.685283,15.3
92.048089,27.428045,45.7
92.519287,27.278063,139.5
93.606384,27.776852,20.5
94.167707,28.953586,6.7
92.987304,27.316542,26.4
93.778940,27.354620,21.4
93.796983,27.257955,9.4
92.123692,27.092631,2.5
94.773091,28.900013,12.2
94.193127,28.022738,1.6
95.455075,26.774790,17.2
94.090502,28.619449,13.3
92.081029,27.512372,414.6
93.518846,27.243073,3.9
97.021685,28.190015,21.1
93.071646,27.293215,2.8
95.816035,28.017445,26.8
92.053133,27.531880,129.4
95.074632,28.493065,21.7
91.752354,27.514913,24.0
93.483097,26.954696,8.1
96.785402,27.945912,0.6
93.306909,28.077125,13.2
94.603626,28.213712,0.5
95.332612,28.063122,22.5
95.160975,28.314048,14.6
93.317371,28.432629,7.5
95.330843,26.778574,7.5
93.172676,27.311015,17.7
93.483486,27.773378,41.9
96.969140,28.033426,55.8
94.717569,27.751297,6.7
92.985494,27.468318,3887.7
95.576348,27.048670,4.9
94.075551,27.801471,7.2
91.840974,27.700994,35.9
95.410767,27.114594,11.4
95.540615,27.015472,34.3
92.470234,27.199187,10.9
94.452220,28.509337,7.7
95.183188,27.947042,11.7
94.761121,28.824605,5.4
93.755492,27.763708,4.6
92.044793,27.540241,10.3
95.200305,27.952617,18.8
93.603315,27.742097,123.6
93.625910,27.781866,4.2
96.090237,27.462307,15.5
93.817443,27.298983,1308.1
93.596169,27.769712,75.0
94.083832,28.285412,2.0
95.826722,28.929428,8.7
93.616248,26.961077,15.0
92.662146,27.320277,72.3
93.811642,27.113931,5.8
95.351341,26.976545,402.6
92.583285,27.182770,7.1
95.246824,28.434450,341.2
96.359386,27.496710,3.7
92.088881,27.500395,41.1
93.404070,27.900976,15.1
94.156955,28.061009,234.1
95.309325,27.877777,207.8
92.984572,27.564442,106.4
93.458359,28.370588,33.6
91.959743,27.706463,10.9
92.225250,27.093353,297.9
95.027992,28.612567,20.5
95.661174,28.160278,22.6
93.015837,27.430057,33.8
92.509099,27.441460,13.6
94.047067,28.040021,50.5
95.404751,26.802943,12.9
95.992180,29.035227,5.9
93.035173,27.681869,13.5
94.660869,28.294661,63.5
94.045087,27.758836,15.6
93.031926,27.724018,8.2
93.749908,27.193024,18.3
94.095516,28.269356,16.6
95.720097,27.215316,9.8
95.714676,27.033168,392.5
96.074174,27.461043,519.4
94.675239,28.271357,3.8
91.858356,27.583938,0.5
92.268544,27.195264,34.2
95.833227,27.636681,20.7
94.083341,28.058688,12.2
93.072980,27.514448,59.2
93.677926,27.105518,300.7
94.796257,27.850115,691.3
91.721735,27.791801,3.5
93.604872,27.816134,0.5
96.317428,27.925514,32.2
96.580871,27.472089,5.5
92.674933,27.212022,25.3
95.725437,27.125068,41.9
94.647091,28.135769,5.2
95.002465,28.682908,3.4
94.728842,27.820120,4.8
93.005977,27.588556,9.7
93.684261,27.927183,15.2
93.628780,27.105002,37.2
92.511918,27.361137,46.4
94.969881,28.665765,112.3
92.571648,27.173680,18.8
92.097659,27.356877,2323.7
92.002411,27.556182,28.2
91.644916,27.602699,257.7
92.927848,27.294525,20.4
93.836696,27.800928,3521.5
95.014274,28.656449,82.2
93.728425,27.134219,3.5
95.812259,27.582020,146.4
96.305083,27.532579,21.8
91.919844,27.579429,6.4
95.569035,27.033672,29.1
92.421505,27.323376,3.5
91.729412,27.687451,111.4
94.240345,28.031978,3314.2
96.358234,27.896294,3.8
93.789403,27.520691,28.9
92.309029,27.186449,164.8
95.358873,26.999750,245.7
95.322270,28.044437,671.1
91.728901,27.688906,19.7
95.311217,26.797663,125.3
95.761737,27.162776,19.6
93.151295,27.698610,4.1
95.221046,28.239921,38.4
93.029963,27.335820,22.1
93.188757,27.316830,23.0
93.806967,27.113140,18.6
93.630278,27.101309,2.5
94.684056,27.655736,19.8
95.818552,28.913403,17.0
96.445578,27.457211,5.4
93.736070,27.705144,3439.9
94.658270,27.834162,8.0
95.248389,28.408033,3.4
94.992431,28.239229,13.4
95.248382,28.399022,160.7
92.613655,27.306211,3.9
93.556478,28.005877,238.1
95.298773,28.067462,18.1
95.116835,28.495533,35.1
95.821441,28.153140,11.3
96.020733,27.419943,54.4
94.233786,28.953915,4.9
94.370656,28.525177,4.8
93.797300,27.118266,4.8
92.950808,27.583749,0.5
94.605109,28.194316,6.9
93.469135,27.764643,7.6
96.742499,27.949255,22.5
91.867231,27.729758,5.1
91.913578,27.700042,22.4
92.694182,27.171746,5.0
94.173497,28.103461,139.0
94.884700,28.310651,6.9
94.288033,29.015655,286.9
93.651695,27.107863,20.0
96.036418,29.071330,12.2
96.111708,27.307543,275.3
95.959026,27.564738,136.2
96.584015,27.472181,8.9
91.841823,27.747226,11.0
96.268500,27.521895,38.5
94.586925,28.180296,4.9
95.514209,26.909342,2964.7
93.668090,27.084764,5.5
93.561133,26.989656,4126.6
93.754226,27.180566,32.2
95.468896,27.169560,7.6
93.340440,27.893754,591.0
93.843023,27.589411,36.1
97.014821,28.119732,8.5
92.307735,27.108766,344.1
93.691934,27.555331,3.7
93.740281,27.147512,8.6
95.153098,28.602247,3367.9
92.739408,27.438501,4.2
94.608394,28.215619,13.5
92.187390,26.962378,31.9
93.619222,27.013419,222.4
95.708137,27.244431,334.3
93.108854,27.681723,15.1
93.638890,27.737350,333.6
92.625553,27.023552,12.8
95.957252,27.206613,74.1
93.135251,27.521465,227.4
92.353792,27.327217,112.3
94.681997,27.686605,205.2
91.961631,27.586683,28.2
95.213079,27.948777,27.9
93.710532,27.132598,8.4
92.587449,27.373233,207.4
91.954764,27.628623,66.9
96.828731,27.893084,4.1
93.775476,27.793606,14.8
95.833854,28.886940,6.7
93.456552,28.497397,3.8
93.524066,27.065959,15.9
91.649537,27.602556,16.1
95.405881,26.878495,411.2
95.111439,28.523978,8.1
94.609978,28.491272,3856.2
92.730499,27.304649,109.3
92.900520,27.551105,114.1
94.991165,27.802598,18.6
94.719509,27.751479,174.5
92.732922,27.353459,5.2
92.106689,27.100868,11.4
93.944962,28.175889,12.8
95.439548,26.836778,5.3
93.756381,27.166828,22.7
93.794213,27.206719,31.8
92.305172,27.391966,243.8
96.791821,27.893619,28.9
96.143563,27.766860,25.8
93.511528,27.250461,21.0
95.727150,28.135278,6.2
92.253742,27.295595,27.7
91.866372,27.584925,8.2
92.360753,27.200588,106.5
92.414765,27.213778,26.0
96.203343,27.481205,5.4
91.799066,27.720990,26.7
95.036095,28.611302,19.6
93.052207,27.330633,7.6
94.221579,29.065650,241.8
94.245779,28.845835,38.1
95.418030,26.787554,362.4
95.926715,28.630149,209.7
93.544652,27.101946,3150.2
93.346480,27.187759,34.6
94.715392,28.194662,24.4
96.387712,27.916817,39.8
92.565837,27.226614,2233.2
91.648422,27.571986,16.9
94.989204,28.955827,17.1
95.278902,27.011523,29.8
92.326245,27.168621,14.3
96.826811,27.894081,15.1
95.661375,27.109077,4.5
93.014647,27.320285,14.6
95.472502,26.933580,8.6
95.382380,26.889434,6.5
93.466574,27.034367,13.7
95.509135,26.988080,6.2
92.394217,27.198849,52.9
96.825125,27.875726,307.8
92.602884,27.134723,7.6
96.029302,27.802093,333.0
91.709022,27.775126,23.5
96.241266,27.781455,31.1
95.975361,28.936736,99.4
96.288787,27.899098,379.2
95.242575,28.293842,3896.1
95.959251,27.620287,140.7
94.647011,27.875893,3922.8
91.976833,27.553453,14.4
92.166983,27.105521,454.4
91.763442,27.801001,14.2
92.862784,27.714268,12290.0
94.300542,28.527243,13.2
93.479052,27.760123,4.4
93.777485,27.356479,16.2
93.680903,27.440266,9.4
93.749343,27.125622,11.9
91.656552,27.504962,9.6
93.199187,27.962124,28.8
94.627845,28.032533,360.4
92.360925,27.189925,28.1
92.916546,28.227395,9.2
93.479118,27.192764,12.1
95.330300,26.778455,5.6
95.393341,28.077441,190.9
92.640195,27.320465,8.3
92.551190,27.386879,29.5
93.370007,27.748220,639.8
95.906260,27.623332,13.4
92.140929,26.963647,0.7
93.462268,28.473385,0.6
93.732210,27.752892,9.9
95.000926,28.657158,8.3
93.046329,27.665438,256.2
93.435722,27.918402,17.9
95.479891,27.026914,3.2
95.890347,27.500984,271.5
95.862205,27.663570,12.1
94.888955,28.825177,19.6
92.199491,27.683012,2.0
96.308560,27.528827,29.5
95.845090,28.534819,11.4
95.470713,27.197766,6.0
92.463420,27.336547,6.6
92.930325,27.537254,33.5
93.770857,27.796764,43.5
94.602574,28.216812,267.3
95.407825,26.816471,7.0
94.727843,28.172272,11.0
92.575116,27.100080,0.5
93.777433,27.179031,29.7
97.024695,28.224254,63.6
91.827042,27.804201,12.2
97.019070,28.285200,49.5
93.735680,27.033171,4.4
95.915898,27.612878,24.9
91.990859,27.710654,5.8
95.623274,26.974556,12.8
94.873377,28.819327,4.0
93.634624,27.089653,66.3
94.595317,28.554130,199.7
94.663108,28.287818,31.9
93.108306,27.676456,22.4
93.449379,27.336021,27.6
95.026388,28.633170,1.4
95.275618,26.952451,3.0
92.900809,27.266930,45.8
94.949637,28.324133,18.1
92.531508,27.376387,295.0
92.392820,27.199097,169.6
94.882375,29.002387,9.8
92.730971,27.357645,7.9
93.746242,28.022530,341.2
95.388713,29.028384,13168.7
93.430207,27.098913,6713.3
93.919741,27.872061,3.4
93.978245,27.772054,0.5
95.303200,28.097967,91.0
94.682582,27.654398,3.3
94.119335,28.236431,8.0
93.900290,28.379427,133.4
92.655883,27.292691,32.4
94.169569,28.068815,25.2
94.288924,28.718347,57.0
95.301661,26.795750,67.1
93.988353,28.665749,199.6
95.057002,28.568985,10.3
91.856018,27.611037,15.9
92.565697,27.204322,12.3
94.008920,28.364281,2.5
93.695192,27.105128,13.8
93.845888,27.596339,14.3
92.319895,27.097089,33.0
96.610314,27.461494,506.3
93.454125,27.885691,396.0
95.306851,26.797139,14.6
91.701662,27.517395,25.7
94.986952,28.238397,17.6
92.612437,27.216458,9.7
93.539672,27.239137,3.3
92.799953,27.456337,3.3
95.739237,27.138395,22.7
93.827618,27.588389,1.4
95.501731,26.981837,4.4
93.955658,27.782591,127.6
92.504641,27.362638,2.4
96.822668,27.884715,42.1
95.302566,26.798047,13.7
95.792591,27.179531,1.3
93.728420,27.452248,17.4
92.250397,27.312293,30.2
94.786111,28.148264,5.4
91.954575,27.687662,43.3
95.515466,27.253976,356.9
93.127351,27.580016,11.2
95.067961,28.539288,4.5
92.802880,27.497575,16.1
92.495572,27.200692,17.5
94.183506,28.044553,7.4
94.636687,28.526821,4.4
95.864434,27.665299,3.7
92.337817,27.217854,3.7
94.794725,28.132455,39.1
96.250712,27.308347,189.3
92.674553,27.168023,16.4
95.921944,27.857425,7.0
95.156713,28.272717,3519.7
96.173001,27.926176,15.5
95.373639,26.889879,2.5
94.923102,28.735171,5.5
91.884602,27.578215,39.9
94.163965,28.596991,32.4
91.890147,27.576055,2.7
92.577695,27.220663,1783.6
97.025384,28.212104,35.4
94.048145,28.638080,6.1
93.717265,27.150318,23.5
93.641812,27.214790,144.6
92.793695,27.307298,47.8
93.607043,27.779395,4.9
93.773601,27.509634,4.5
95.840009,27.190613,6.9
95.886806,28.423609,36.5
92.315784,27.100911,4.1
96.085750,27.462445,21.2
94.971749,28.960462,1.4
95.047517,28.159811,67.9
92.616830,27.300682,22.3
93.042958,27.503285,372.4
95.064269,28.436342,46.4
95.585632,27.036685,7.8
94.686212,28.118246,198.9
93.143434,27.683719,308.9
92.561517,27.107730,7.1
96.637736,28.145175,15.4
91.860119,27.589325,32.8
93.439791,27.760380,28.5
94.132982,27.817179,5.6
93.825145,27.769904,234.2
93.185139,27.762587,20.9
93.275290,28.041459,16.7
94.076334,28.114788,139.4
95.164942,28.312337,3.8
95.923012,28.283126,0.5
97.324548,28.234196,1.0
94.741414,28.104670,3118.0
96.129132,27.914351,57.4
93.052553,27.280182,7.0
94.594425,27.819948,345.9
93.687058,27.093599,22.0
95.980499,27.607929,14.3
95.355284,26.741850,8.5
92.410297,27.260348,10.1
96.543534,28.087041,33.2
93.813420,27.116441,20.1
95.320485,28.075692,3.2
93.664601,27.105379,120.9
92.048729,27.731793,12.4
95.491294,26.852587,84.5
96.319058,27.505423,45.0
96.966692,28.019461,9.7
94.858377,29.018177,2432.1
92.636250,27.295711,32.1
94.165926,28.071934,18.0
93.194368,27.315294,8.5
92.233901,27.371879,371.0
94.361070,27.961457,18.5
96.169575,27.924647,7.6
93.604187,27.464585,81.0
92.426230,27.247872,186.2
96.129579,27.273604,8.6
94.665280,28.140366,67.8
92.262803,27.333005,9.7
95.860607,27.676794,6.6
96.348762,27.783894,12.2
95.904093,28.793693,29.4
93.350214,27.739063,109.5
95.623612,28.263372,263.3
92.311287,27.339000,20.4
93.632967,27.371103,8101.4
93.499014,27.318489,101.4
93.557297,27.789175,6.6
95.701540,26.971361,28.8
92.770357,27.320395,19.0
92.722020,27.341325,39.0
96.118589,27.756845,2084.6
93.259878,27.179273,40.7
91.714839,27.605249,34.6
94.888722,28.995040,7.6
93.605558,28.612250,9232.0
93.072279,27.258677,17.5
94.907068,29.040793,2.3
93.267380,27.191782,68.0
95.884741,27.501544,13.0
93.825966,27.547255,39.2
93.370640,27.216763,21.2
93.153480,27.957322,120.8
95.634693,26.965134,0.5
93.765742,27.460767,46.1
91.799273,27.713774,56.3
92.747451,27.400743,0.5
94.255670,27.929124,584.5
92.989428,27.569034,27.4
93.481338,28.372538,4.8
96.525444,28.240362,56.1
94.093750,27.806152,329.8
94.592045,28.101272,2.9
91.830830,27.558624,33.4
95.018453,28.945683,49.3
92.920929,27.527531,12.6
93.000882,27.418573,25.7
95.089946,27.948857,30.9
94.124794,28.100876,7.3
92.585088,27.093248,10.2
96.040464,27.815004,439.4
93.799812,27.068891,6.5
93.720096,28.403775,86.6
93.351885,28.635315,2627.3
92.650937,27.293084,46.9
93.784215,27.814882,16.9
95.927515,27.454784,17.0
92.716083,27.313057,22.0
93.784654,27.113059,381.7
95.860478,28.222436,5.0
92.419139,27.266666,0.6
95.313388,27.955512,8.2
92.791977,27.368391,482.5
93.621602,27.778609,7.6
94.878166,28.748217,5.6
93.736630,27.198445,85.8
92.545548,27.134795,62.7
93.804263,27.567716,2003.0
92.951921,27.305655,37.1
94.536504,27.809213,3.6
91.690827,27.747888,7.2
95.431528,26.763267,0.5
95.906577,27.497651,86.9
96.991690,27.195088,114.6
93.308151,28.594949,16.5
91.690853,27.572481,8.0
95.229916,28.381039,28.9
93.673302,27.675503,3205.6
92.912389,27.505272,2.1
95.800499,27.169618,12.4
93.380083,27.760905,32.2
94.558729,28.533160,291.6
95.769573,28.980334,35.6
94.325389,27.962492,671.1
93.682579,27.517252,228.3
95.502370,27.108078,277.3
91.685643,27.771178,79.3
93.034373,27.486433,25.3
92.429980,27.249244,19.1
95.741222,27.129872,397.8
94.718104,27.663220,40.7
96.040497,27.567502,2.7
93.799102,27.255070,13.4
92.146638,27.427496,22.6
96.072875,27.807896,10.1
93.626961,26.969220,14.4
93.508550,27.779828,10.4
94.528555,28.402346,12141.3
95.827774,28.513010,47.8
92.184073,27.091809,75.2
95.437315,26.792645,19.9
93.721949,28.403324,1.7
95.477331,27.995549,13.0
96.283411,27.505322,245.1
91.972610,27.564167,2.6
93.700980,27.317240,118.7
96.132663,27.937787,19.5
94.891355,28.999947,33.0
95.562037,27.024090,9.2
92.172582,27.380070,23.7
92.495251,27.238644,27.4
92.739338,27.339271,7.7
92.256816,27.121678,14.1
95.860035,27.073886,10.3
95.040777,28.400470,33.9
94.392753,28.464278,8.2
93.709872,27.111830,11.9
94.330123,28.534867,8.6
91.912559,27.629091,83.9
93.007096,27.523132,7.5
94.547193,27.810094,13.1
94.248266,28.818339,9.6
95.659083,28.149222,11.7
93.155618,27.743276,1.5
95.600828,28.257080,65.4
92.120885,27.069660,3.6
95.317262,26.880448,8.3
95.302132,28.118813,9.8
96.161772,27.292727,1.3
94.734743,28.207460,39.0
91.925034,27.552235,12.2
95.971850,28.898741,111.1
92.156729,27.317219,87.4
93.721330,27.140131,18.1
94.151823,28.586297,19.7
92.743458,27.343052,35.5
95.909914,28.261923,162.1
94.977021,28.925657,3357.2
93.043135,27.669667,14.6
94.395214,28.564987,17.8
92.264508,27.124469,0.7
93.534022,27.303423,1040.1
96.047202,27.334074,3.5
92.316591,27.187113,40.4
92.977915,27.563544,55.9
91.891217,27.571060,121.1
95.921138,28.304456,7.2
94.131679,28.278543,26.1
96.635280,28.145113,115.3
95.035683,28.391174,5.7
91.739226,27.499002,29.0
93.240674,27.186147,6.7
92.115732,27.067645,31.7
95.847868,28.540258,4.6
93.402222,27.725053,2031.4
93.049111,27.339398,181.1
93.821002,27.579351,12.0
95.786586,27.191652,1270.8
96.365764,27.941387,0.5
91.724535,27.650216,31.1
95.764518,27.153022,122.4
95.739536,27.024265,77.8
93.424824,27.231395,12.9
91.891465,27.590014,3.9
95.906460,28.043865,13.3
93.985587,27.782630,26.4
95.948965,27.263715,44.6
94.384242,28.539287,38.9
96.080107,27.779240,2.0
91.958438,27.577864,3.9
93.073292,27.285012,248.6
93.817281,27.637477,2832.8
95.066282,28.579653,29.1
93.978330,27.334490,11.8
93.625738,27.090278,6.0
96.051185,28.666635,6.4
95.065967,28.390434,221.6
95.995534,27.298447,54.8
96.059574,27.809312,69.0
96.169834,27.923487,10.0
93.128966,27.290072,26.7
93.617049,27.739883,12.8
96.062454,27.819598,4.9
93.177507,27.156133,535.7
92.203108,27.083467,498.9
91.721943,27.554677,170.7
94.292568,28.764465,95.3
94.597189,28.111874,24.5
94.429933,27.951110,12.7
95.942478,27.579642,45.8
93.725355,27.177390,2061.3
96.732488,27.991342,2.2
95.958169,28.316345,37.3
91.728850,27.797451,20.1
