Longitude,Latitude,Distance_To_Road_M
93.070379,24.816957,331.1
90.851950,26.462129,1499.2
95.143774,27.148965,157.3
91.669396,26.316842,358.3
90.195141,25.981291,5.3
94.753434,27.102215,4.9
95.542425,27.620130,4.0
91.785752,26.374286,1.4
94.015609,26.242598,17.3
91.171606,26.506440,114.4
92.996338,25.157370,207.2
94.144207,27.218669,53.1
92.951800,26.801226,304.2
95.206795,27.284819,88.9
92.372627,26.436812,23.7
92.803744,25.419454,7.6
95.163886,27.203707,36.0
91.879885,26.100051,5.0
93.055051,25.789686,1.3
93.744616,26.442679,195.4
95.043725,27.327798,837.1
92.395935,24.842785,29.7
90.081412,26.528169,50.8
91.474917,26.170617,2.3
91.181421,26.477885,13.9
91.068232,26.615775,364.5
91.672560,26.150463,5.6
95.368767,27.511901,614.7
94.314729,27.038429,2.2
95.341643,27.413864,218.9
93.779934,26.696364,1832.0
95.130059,27.440449,133.2
93.120764,25.665788,516.8
93.855411,27.070067,8.4
92.942464,24.667796,546.3
95.603109,27.509631,0.5
90.677688,26.112779,3.0
95.531658,27.572402,40.9
91.669694,26.355139,3.9
90.336967,26.015456,4.8
94.680423,27.025567,31.3
91.841186,26.790189,0.5
92.152070,26.581058,73.8
95.656958,27.580838,4.7
92.648471,26.392451,89.0
92.867081,24.972777,133.7
90.307266,26.449123,1341.3
91.901637,26.398678,5.2
92.755456,26.912000,13.4
90.344121,26.541753,117.8
95.109369,27.447172,10.4
94.491156,27.199474,909.0
92.771327,26.475316,2.4
95.160125,27.144828,12.8
94.130454,27.089423,722.1
92.248195,26.352907,24.2
92.794070,24.515726,3.4
94.648741,27.629562,99.9
93.010185,25.199674,8.1
94.949248,27.523005,1681.3
91.469941,26.271228,14.8
92.753562,24.676903,132.4
90.851548,26.043108,10.5
92.707811,26.458161,569.1
90.126600,26.378198,15.0
95.238376,27.230027,214.1
93.970609,26.810016,1897.2
95.119029,27.649030,1460.1
91.237745,26.563354,3.4
90.853116,26.616342,18.6
95.457328,27.521714,13.6
93.217706,24.994826,24.2
92.801149,24.819733,6.2
91.219689,26.748628,56.4
92.454664,26.041538,12.3
92.512688,26.297152,80.7
92.623020,24.597354,41.7
92.575289,24.973481,3.3
90.207911,26.581650,15.3
93.081841,25.194962,9.5
91.996376,26.390656,348.6
92.513121,24.289063,10.6
93.681451,25.901842,6.0
95.151548,27.301008,31.8
91.410742,25.868098,237.8
93.399156,26.835564,1498.6
92.791872,24.507867,14.5
90.582303,26.704987,1132.4
93.073640,24.771291,1542.4
94.284522,27.078069,21.7
92.976765,26.846846,16.5
93.988976,26.394001,972.2
92.146750,26.155259,11.7
92.923388,25.440334,68.1
89.790876,26.104269,0.5
95.424371,27.627381,1432.6
92.879832,26.819517,163.9
95.643526,27.446606,2207.2
93.993674,26.789886,2.6
93.798022,26.175934,161.8
94.873926,26.962968,5.9
91.434601,26.122440,51.7
91.516145,25.949794,2280.1
93.809021,26.013932,43.0
94.813196,27.102823,9.3
91.025979,25.927735,6.5
90.631122,26.183581,13.6
92.060382,26.161235,7.6
91.697153,26.412894,7.8
94.271248,27.435890,23.5
93.969742,26.953940,2.3
95.051654,27.753485,1.0
91.570002,26.635032,184.9
91.259851,25.912509,9.7
92.377253,26.135218,12.4
92.286639,24.637422,4.1
90.691858,26.033463,53.5
91.796919,26.729533,777.8
95.370096,27.278957,11.8
95.541383,27.754078,0.5
93.811005,26.667028,910.8
95.218112,27.453037,2.4
95.561637,27.378674,6.0
91.269702,26.586203,25.2
92.337463,24.638344,1.5
93.780654,26.876944,180.7
92.774823,25.060992,2176.8
92.565961,26.227809,983.4
91.146157,26.035301,14.1
92.567168,24.698067,17.0
92.827976,26.083922,296.6
94.803987,27.340757,3.5
91.927901,26.380828,8.0
92.757649,26.511165,2545.9
94.454017,26.808532,149.8
91.458485,26.472168,2.3
93.812008,26.073430,84.4
92.884781,26.854305,210.8
93.879107,26.474022,456.6
94.901932,27.066061,11.6
91.848793,26.344703,10.6
92.178336,25.800342,37.3
90.015212,26.524956,20.5
92.295911,26.822562,7.4
95.273157,27.132661,9.1
94.662043,27.525894,3.9
93.082062,24.923768,1.0
91.790146,26.201753,3.5
91.614619,26.111647,0.5
95.217054,27.507504,20.9
95.170443,27.226460,4.3
93.094897,25.827818,303.7
94.909610,27.438027,402.5
93.786111,26.443352,1.9
91.987147,26.417166,1.9
91.408871,26.159196,1190.4
92.582288,24.974287,2.3
94.877885,27.269650,12.9
95.327052,27.497307,11.9
92.860994,25.423956,1515.8
93.109359,24.799362,10.6
91.812466,26.141362,21.0
92.199147,26.415832,3001.1
95.579553,27.581784,70.7
93.050569,24.872541,6.0
94.887369,27.237129,6.5
94.050633,27.197735,36.2
92.969475,24.569529,83.4
95.682921,27.550777,2.6
90.211840,26.543280,1656.4
90.445100,26.883921,116.6
90.183142,26.307827,421.8
92.715175,24.828068,18.7
92.753100,26.704449,321.9
95.204109,27.107853,599.4
93.179109,24.808396,659.9
94.744411,26.957142,979.6
91.821923,26.352503,6.0
89.910715,26.361255,110.9
93.749921,27.008546,22.4
91.158373,26.460362,3.6
93.837267,25.997463,16.8
91.722353,26.274385,425.9
95.103260,27.266492,12.7
92.886521,26.384250,840.5
92.685929,24.875813,250.8
92.289302,26.313779,10.3
93.694926,25.973424,0.5
93.998686,27.108545,14.6
93.771042,26.548507,17.4
92.508826,24.757447,89.3
89.891157,26.510356,709.2
90.557133,26.234458,9.4
94.998731,27.193018,15.3
92.964578,26.871547,146.1
94.566155,27.343078,0.5
94.953735,27.333824,12.5
92.863397,24.693638,407.4
92.639099,26.061009,643.8
94.070838,26.667717,1121.3
93.996264,26.790825,7.4
93.264350,26.929454,0.9
92.574195,24.965007,2.9
91.759706,26.451558,20.6
93.888478,26.256266,577.9
95.683435,27.435603,2.5
95.587651,27.609082,13.3
93.906223,27.073024,6.2
95.229799,27.447019,0.6
90.231111,25.997843,1032.7
89.955589,26.391074,24.8
90.806636,25.985247,525.8
94.749789,27.273867,100.0
91.320313,26.385225,2.9
95.118827,27.358779,6.9
93.817024,26.124167,12.5
91.082061,26.454901,1503.4
94.049670,26.601900,6.1
94.084495,26.414323,243.1
91.918341,26.423161,820.2
95.195203,27.202085,102.9
94.451664,27.217516,1.9
92.483641,26.800458,2257.1
91.450479,26.352079,16.1
92.123178,26.117948,64.5
93.967442,26.485144,4.4
93.252204,26.574013,12.7
92.654858,24.915254,4.2
93.795026,25.982836,3.0
92.976407,24.593924,9.5
92.058391,26.807197,10.5
94.468227,27.127038,381.9
92.494028,26.518630,1792.7
93.885424,26.926529,7.1
89.920743,26.017952,5.9
94.352145,27.403496,4.3
92.554508,24.766963,102.2
92.766542,24.524338,1241.6
91.618031,26.121126,4.8
93.136874,25.426603,0.5
91.695771,26.258067,130.2
92.509140,25.000108,61.9
92.574127,24.964979,10.0
89.931617,25.991325,2808.5
94.134003,26.725762,35.4
93.149605,25.642797,2835.6
91.463983,25.880005,673.2
93.597818,26.872317,6.9
90.389111,26.448740,7.9
94.275626,27.302752,16.6
90.741038,25.970150,7.0
94.878801,27.445822,29.2
91.450406,26.679140,2.1
95.303123,27.546489,3.3
92.912172,26.787578,2.3
94.100390,26.758915,3.0
90.647711,26.608915,10.0
95.055471,27.262580,1.8
90.194234,26.381840,181.6
94.552246,26.859111,1093.5
92.270634,26.149637,2.5
95.077358,27.111850,6.2
93.660169,25.834773,57.7
92.624666,26.804338,424.8
94.190132,26.953016,6.0
91.795153,26.200137,25.8
93.954657,26.575191,10.4
95.091856,27.527567,32.5
91.828868,26.138383,83.8
89.937973,25.654686,13.5
92.852858,24.797337,6.1
91.038495,25.971215,9.2
92.664926,26.148136,45.8
91.521964,26.029177,6.4
94.246062,27.050426,605.4
94.103397,26.805065,1.5
91.142124,26.094799,1428.8
94.323535,27.525132,4.5
95.180178,27.315689,143.0
92.826425,26.690579,1.3
90.377394,26.035056,7.2
94.103668,26.783623,9.4
91.449771,26.627284,10.2
93.012834,25.176678,6.0
94.881646,27.137684,19.8
95.057642,27.292380,108.6
92.908129,24.581340,6.6
91.908428,26.264003,1447.6
93.028357,24.934648,17.6
95.461258,27.227292,1539.1
93.462455,26.802231,136.8
92.324382,26.413753,0.5
91.448077,26.321714,2.7
94.983841,27.199599,20.3
95.204344,27.220396,7.9
90.389341,26.382318,290.2
92.873426,24.670416,538.2
91.799183,26.577047,2.1
94.997986,27.382747,4.0
93.127484,26.687009,126.7
94.455856,26.887468,2.7
92.814505,26.110441,375.4
91.638240,26.341245,15.1
91.472010,26.400548,90.6
94.871763,27.203437,12.0
91.817028,26.384245,108.5
93.900115,26.270036,8.3
93.344138,25.199134,655.4
90.954594,26.454759,1.8
93.332311,26.777390,18.1
92.801459,25.913017,31.3
92.798677,25.415111,213.1
90.921946,26.561308,2282.9
93.103076,25.549589,5.0
92.726909,25.934421,234.3
89.860677,25.520343,9.3
92.888698,24.902721,6.8
91.320728,26.366896,128.3
91.845616,26.274507,366.3
90.556810,26.144228,3.7
92.676072,26.688409,19.0
92.393871,24.679794,6.4
94.808582,27.073750,159.2
94.293225,26.715654,2371.0
95.315238,27.258683,15.6
94.873248,27.260669,3.4
91.299022,26.300774,10.2
94.730064,27.180375,1.6
93.097238,26.112602,723.9
92.197758,26.381783,11.5
92.558418,24.613045,162.9
95.137422,27.127070,217.8
92.849877,26.783210,12.4
92.386859,24.713692,173.9
91.477856,26.641850,492.3
91.934659,26.257004,10.7
93.043655,24.973891,3.8
91.689239,26.418920,96.6
90.560244,26.670135,818.3
94.255888,26.574898,23.1
92.887912,24.618003,5.6
93.737462,26.023326,4.2
91.409157,26.571244,13.0
93.060710,26.269938,2.2
95.265953,27.197372,8.6
92.496832,26.496588,198.2
95.461302,27.414365,176.9
92.159255,26.774597,1236.3
92.830459,26.765562,218.3
93.427306,25.833414,1.8
94.027746,26.443795,6.1
94.268010,26.919125,6.1
93.029503,26.699582,17.9
94.692416,27.423797,23.9
91.797958,26.098519,4.8
94.160029,26.754122,14.0
93.022589,24.940900,7.4
95.212963,27.220734,210.4
91.474311,26.228136,12.0
94.905190,27.460559,10.7
92.310517,24.474368,7.4
92.604201,26.075484,141.6
94.208542,27.069127,69.5
95.579099,27.385971,0.5
95.434323,27.310322,3.2
94.197883,26.664270,189.9
91.926405,26.097066,255.8
91.521245,26.752910,1.6
93.069183,24.894580,9.2
94.843237,27.117231,5.8
94.997093,27.197517,32.4
94.906108,27.145153,0.7
90.230937,26.222672,7.1
91.016220,26.110110,99.5
91.057633,26.508512,12.5
92.681097,24.798902,11.3
92.301350,26.350936,59.9
91.809703,26.771703,850.9
94.509690,27.251854,159.2
93.919932,26.572897,9.9
90.969429,26.378830,45.7
92.565886,24.719241,4.0
94.785468,26.980664,907.6
91.573768,26.317619,14.3
92.247276,26.311147,1.6
92.727560,25.869386,915.8
92.812220,26.872926,0.5
93.914759,26.993599,2.7
90.622825,26.148691,34.4
