Longitude,Latitude,Distance_To_Road_M
92.966425,23.506790,10.3
93.065794,23.710264,6.7
92.680645,24.242960,100.4
92.737208,22.329151,62.6
92.636015,22.726875,57.9
92.729404,23.759145,12.7
93.127615,23.233665,24.8
92.765865,23.266279,4.2
92.715083,23.650311,8.0
92.724952,23.471583,231.8
92.963497,23.654354,147.3
92.528553,22.907321,6.3
92.764733,23.295702,13.8
93.063593,23.632364,8.7
92.489052,23.845161,2.0
92.960154,22.951265,1974.7
93.374030,23.365740,6.1
93.122016,22.364114,1.7
92.774860,23.034065,4.3
93.222714,23.566543,17.4
92.619007,22.606140,129.1
93.305126,23.713048,63.1
92.760548,22.902428,2.9
92.889930,23.111948,9.4
93.203462,23.073215,11.6
92.727484,23.728226,3.7
93.058748,22.972391,1.7
92.995928,22.155056,5.4
93.084983,22.296383,13.6
92.626721,23.780873,18.4
92.862737,23.708071,58.9
92.636332,22.680944,2054.7
93.122955,23.133493,6.7
93.343582,23.452733,4.0
93.045964,22.735427,4.7
92.594827,23.003123,411.2
93.377632,23.391320,15.6
92.960676,24.276101,11.4
93.321049,23.479902,15.4
92.907513,22.770309,6.2
92.961557,22.363734,33.9
92.984538,22.392164,184.9
92.758995,23.301953,11.5
93.045803,23.435434,2.2
92.712607,23.751567,117.4
92.797294,23.171409,4.3
92.633644,22.822870,4.4
92.501854,22.934607,58.5
92.721016,23.707693,5.1
92.727949,23.791431,4.5
93.372005,23.536536,1.6
92.803982,22.348130,6.8
93.353542,23.230576,6.1
92.633911,22.450914,14.6
93.231507,23.165358,15.5
93.088713,23.416429,2.4
92.937710,23.365930,5.9
92.595306,23.852056,282.2
93.342355,23.437682,231.3
93.356751,23.467951,6.5
93.294627,23.078650,6.3
92.483035,23.233996,15.3
92.724469,22.512973,14.3
93.011733,22.326020,1.3
93.355965,23.472393,213.6
92.895847,23.089305,5.4
92.855786,23.858548,1972.5
93.088333,22.874664,150.9
93.206775,23.659616,67.3
92.863549,22.369642,19.2
92.665322,22.839523,3.2
93.016576,23.900126,109.9
92.934743,23.534013,11.7
92.917768,24.125528,10.9
92.438645,23.040722,980.8
93.112113,23.396927,20.5
92.956946,23.393709,40.7
93.254671,23.229673,2.5
92.633103,24.219345,8.3
92.492173,23.812576,37.3
93.099985,23.595132,331.1
92.961924,22.452974,6.4
92.647583,23.522851,1.6
93.299048,23.288661,320.4
93.091325,23.753889,161.2
92.922430,24.069912,270.3
93.261561,23.871142,137.5
93.159922,23.438788,3.5
92.764068,23.426712,20.4
93.402992,23.545441,94.3
92.649244,22.356543,5.3
93.200644,23.423325,16.4
93.083285,23.174029,16.4
92.854906,23.477593,191.2
92.715081,24.334555,109.7
92.327675,24.080567,9.3
92.838105,22.275500,9.5
92.792398,23.742734,21.2
93.220128,23.674947,10.6
92.877320,23.868462,0.5
93.139737,23.749939,30.3
93.185304,23.495080,1.6
92.793061,23.706917,75.4
92.949773,22.997231,17.7
92.398080,23.037513,345.9
93.069324,23.760752,27.7
92.672061,24.232109,5.0
92.733076,22.621464,13.0
93.046433,22.264688,5.9
92.871240,22.455664,7.0
93.017221,22.321584,11.3
92.495497,22.785737,6.1
92.813850,22.815007,664.3
93.390658,23.474980,145.6
92.698219,22.705490,15.5
92.408932,23.271636,438.7
92.731345,23.789754,8.7
93.351229,23.624921,23.1
92.405588,22.921223,3.7
93.078782,22.485068,23.0
92.717852,23.582322,4.1
92.797364,22.288861,1342.4
93.050831,23.972108,8.1
93.192766,23.544199,4.0
92.669556,23.307938,51.7
93.011172,22.643453,43.7
92.820327,22.823725,16.5
92.713225,23.701014,2.7
93.208748,23.569288,52.6
93.013767,23.517889,4.6
92.881929,22.254618,15.9
92.461897,22.876513,1.8
92.952789,22.492515,32.5
92.623373,23.923807,96.2
92.993083,23.792255,3.5
92.925384,22.021322,35.9
92.696295,23.740252,13.6
92.730084,23.749011,133.8
92.462410,23.585656,16.5
92.898457,22.178883,392.0
92.845012,22.958104,30.3
93.332934,23.478519,4.0
93.115338,23.610850,92.9
92.748562,23.400117,2.6
92.494562,23.892771,50.9
93.215171,23.985477,1.2
93.094579,23.327724,11.8
93.258724,23.455697,97.3
92.588852,22.849231,649.0
92.829067,22.912690,4.6
92.831688,23.116925,265.7
92.943386,22.534039,481.7
92.825909,22.689299,3.4
93.181527,23.463144,10.3
92.927400,22.547404,2413.8
92.676353,24.224737,9.1
93.038797,23.947445,14.5
92.629062,23.803979,0.5
92.990291,23.840379,13.6
92.957938,24.229562,48.4
92.536543,22.622324,453.8
93.219505,23.282490,3.2
92.559339,23.709393,48.1
92.782124,23.969379,2.0
92.482195,23.243836,2.0
92.506392,22.846934,139.0
92.910944,22.684320,0.5
92.857578,22.656885,332.0
92.705505,23.484708,200.5
93.329343,23.485958,12.8
92.987175,22.493283,7.3
92.676907,22.846495,10.0
93.292773,23.472769,2.5
92.820389,22.857654,5.3
92.787644,23.045449,27.5
92.778978,23.417587,454.2
93.248819,23.639720,2394.0
92.686696,22.540397,55.6
92.753915,22.400289,7.7
92.669794,23.738326,31.8
92.628204,23.888975,13.4
93.122112,22.392525,1.4
92.662349,22.242374,102.6
92.810689,23.431866,4.7
93.121658,23.890243,16.6
93.210089,23.088912,111.9
92.979749,22.527622,2246.7
92.471068,23.711655,6.3
93.187004,23.454151,2.1
92.737948,23.768999,7.1
93.042463,23.115677,109.0
92.697869,23.737831,9.6
92.442123,23.162585,138.7
92.768274,23.267665,7.6
92.605052,24.162589,8.8
93.298565,23.080243,7.4
93.196463,23.081176,11.8
93.032452,22.332279,22.6
93.012830,22.625845,18.3
92.867542,23.532462,8.5
92.471168,22.895990,7.5
93.419199,23.633669,161.7
92.764713,22.900807,5.8
92.627347,22.323262,116.8
92.766550,24.341607,15.8
93.049830,22.718837,128.7
93.060723,23.647006,2.4
92.623503,22.665841,4.3
92.606192,23.483735,7.3
93.326631,23.838017,0.5
92.819352,23.801100,128.3
92.464780,23.572192,1.0
92.578119,23.038405,19.5
92.633637,22.621753,324.8
92.922232,24.004056,31.5
92.958396,23.500090,2.9
92.815270,22.994799,153.5
92.639527,23.866421,547.4
92.681943,23.992890,10.5
92.666714,23.714306,5.8
92.493700,22.899379,11.4
93.331661,23.480794,8.0
93.351752,23.280294,7.5
92.961713,23.637769,38.5
93.375079,23.645249,2.2
92.971521,22.499894,2.2
92.696105,23.808854,2978.3
92.896547,22.333026,4.0
92.854027,23.290326,397.1
92.766038,22.887793,1.3
92.857167,24.373558,16.4
92.799282,23.237430,4.9
92.910412,22.956684,1.3
92.881818,22.541994,13.7
92.720603,23.678149,56.6
93.185311,23.528178,5.7
92.762614,22.248263,32.2
92.958985,22.106641,101.4
92.734335,23.741423,5.3
92.451698,23.495488,3246.5
92.758149,23.554337,6.7
93.174085,23.173738,20.7
93.017661,23.890252,316.1
92.934069,22.009040,17.9
93.113989,23.527790,10.9
92.648760,22.091740,3.9
92.721243,24.367091,9.7
93.266931,23.538938,1.4
92.840643,22.728462,14.4
92.658376,23.933886,11.7
93.362633,23.335268,9.1
92.730982,23.757476,0.5
92.886730,22.378914,7.2
93.302275,23.467018,6.7
92.853872,23.644815,5.0
93.180422,24.017317,113.2
92.948044,23.755955,344.2
92.288535,23.703995,1.3
93.343909,23.649422,99.3
92.492273,23.984116,2.2
93.339848,23.439865,3.6
92.924227,22.978094,13.8
93.153171,23.315455,1036.4
92.999293,22.684760,169.0
92.525254,23.775977,6.5
93.063266,23.386166,141.7
93.031538,22.584207,25.9
93.401384,23.549992,3.2
92.676336,23.744141,81.4
92.499938,22.986467,24.0
92.768677,23.053569,181.8
92.987084,22.481963,2.9
92.765320,23.266414,0.5
93.231483,24.040300,26.4
93.014417,23.257242,390.5
92.458732,22.882938,1.7
92.612801,23.770189,225.9
93.331142,23.477961,4.8
92.643268,23.762974,375.2
93.071070,23.734557,1.1
93.036728,22.840927,120.0
93.232277,23.986519,9.8
92.644624,23.782027,207.7
92.427740,23.437327,7.5
93.190753,23.857451,0.5
92.380023,24.250033,61.8
92.670483,22.662722,49.2
92.891533,22.812093,4.7
92.678687,24.245617,4.1
92.912536,23.429577,66.3
93.358317,23.875331,652.8
92.422978,23.261370,3.8
92.849276,23.448824,3.4
93.387358,23.710513,27.6
93.011470,23.527373,37.5
92.901419,23.858807,27.5
92.665897,22.348030,4.4
92.965155,23.599723,254.5
92.619483,22.092841,42.3
92.855670,23.740720,8.5
93.231839,23.258944,6.4
92.807173,22.159935,12.9
92.675871,24.209329,16.6
93.097846,22.975239,237.0
93.188825,23.558654,801.5
92.920622,24.029921,15.5
92.635481,22.351081,6.4
93.161361,22.915411,0.5
92.998944,22.802922,4.3
92.732481,23.717950,0.5
92.876121,23.294407,170.3
93.238447,23.502451,12.2
92.769874,23.373004,0.5
92.761040,23.719153,9.6
93.022904,23.234149,16.7
93.278343,23.200618,1.4
93.185354,23.523118,23.8
92.903281,23.295976,28.4
92.980722,23.926749,0.9
92.412920,23.198028,2355.0
93.195129,23.646923,38.0
93.006601,23.997472,13.8
93.226877,23.046994,6.3
93.206576,23.086973,274.5
92.737850,22.884296,2.4
93.366522,23.839423,633.6
93.122515,23.925888,21.4
92.606163,22.826230,5.8
92.757303,22.833043,9.3
92.376128,24.232844,16.2
93.201705,23.211581,250.0
92.826484,23.509592,0.5
93.390913,23.691379,8.7
92.639846,22.722560,202.0
93.099135,23.571091,29.9
93.007606,22.617440,212.7
92.471515,23.267392,10.7
93.002503,22.302106,380.4
92.995724,22.345533,2.4
93.086991,22.849578,8.7
93.262440,23.533046,10.5
92.829808,23.558977,6.2
93.009813,22.325729,2.0
92.494636,23.912012,73.6
92.426601,23.355181,74.0
93.134995,23.383904,248.8
92.700214,23.084676,1.6
93.371141,23.137544,12.5
92.645168,22.730579,196.5
93.090839,22.709483,5.8
92.831621,23.792335,22.3
92.724907,23.964628,2.9
93.032826,23.181455,2.4
92.908865,24.178287,3604.6
92.905136,22.440993,2.4
92.856448,23.328890,0.5
92.488216,23.523295,2.9
92.738260,22.494668,17.4
92.935754,23.377004,0.5
92.775650,24.013072,384.1
92.796234,23.740716,4.7
92.779682,24.455885,11.0
92.950414,22.541508,10.6
93.062015,23.424611,154.5
93.096838,22.877554,15.3
93.006069,22.636528,2.5
93.232372,23.677457,130.2
92.691443,23.753760,41.3
93.158973,23.175961,13.8
93.013721,23.026978,14.6
92.442538,22.986180,3226.2
93.031517,22.250530,298.8
92.466839,22.906384,20.7
92.922835,22.851215,2083.5
92.596625,23.806014,0.5
92.640704,23.881615,52.2
92.794125,22.668230,1.2
92.792750,22.511945,8.6
92.797403,23.195854,7.4
93.280975,23.997601,5.5
92.746379,23.106678,8.7
93.123890,23.962440,70.0
93.069143,22.359117,11.0
92.699951,23.509912,59.5
92.565076,22.841229,58.5
92.636058,23.854724,1016.9
93.113381,23.935474,1.6
93.227869,23.445559,378.6
92.701716,22.526819,5.4
92.842152,23.390072,217.2
92.382535,23.222339,85.7
93.216864,23.879727,90.4
93.302432,23.544109,12.2
93.206382,23.111562,6.2
92.940417,22.912139,847.5
92.932107,22.777602,2.3
92.651432,23.236544,1269.8
92.757066,22.370562,49.8
92.605722,22.782898,2.8
93.205463,23.816314,0.5
93.118516,23.257764,5.7
92.818698,22.849551,176.8
92.854673,24.386048,10.3
92.612671,22.732598,0.5
93.138900,22.304141,3.2
92.906175,22.768020,19.5
92.418736,23.502987,32.9
92.360692,23.929275,337.5
92.885232,22.378649,30.1
92.375728,23.876116,182.8
93.250488,23.039994,0.9
93.151269,23.276715,1904.2
92.902682,22.905251,8.9
92.543245,22.908029,109.3
92.685245,22.197726,44.6
92.662208,22.316468,2150.6
93.217942,23.562909,576.4
93.378118,23.586208,19.7
92.733076,23.366684,1305.5
93.295778,23.119026,503.9
93.081514,23.098040,53.9
92.871556,23.085269,29.7
93.126259,23.995159,11.6
92.902801,23.085017,2.9
92.757694,22.501533,0.6
92.756095,23.373891,4.7
92.740534,23.568539,7.5
92.734376,23.819495,14.2
93.114038,22.236406,1.3
92.605959,23.473654,20.9
93.299286,23.832812,4.9
93.194591,23.116033,1.8
93.339316,23.439857,11.2
93.004131,22.809095,567.4
93.292845,23.451220,27.6
93.243492,23.093434,36.2
92.644221,23.706627,86.4
92.695776,23.754982,2.8
93.032787,23.641193,6.6
92.803537,23.727679,0.9
93.349547,23.111621,11.7
92.653199,24.250027,263.1
93.002423,23.213022,100.5
93.000008,23.267559,33.3
92.820644,22.825012,9.5
92.630252,23.135599,306.9
92.657658,22.229123,0.5
92.970481,23.180150,282.9
93.050644,23.252432,0.8
92.775634,22.884447,1.0
93.085490,23.131608,4.4
92.712581,23.722056,8.0
92.689710,23.297340,4.8
92.957700,23.656323,2.6
93.082736,23.124658,249.3
93.039313,23.951620,77.3
92.683941,23.287266,131.2
92.626489,23.783183,30.7
92.593091,22.249048,19.2
93.360059,23.866629,2.4
92.660401,23.863175,2.8
92.755775,22.888659,31.1
93.028470,23.694639,2.5
93.295002,23.548454,58.4
93.008119,23.017158,6.2
93.130277,23.300969,43.9
92.390320,23.278161,269.9
93.211763,23.561360,699.0
92.490952,22.752998,9.9
92.897301,22.529164,10.3
92.844020,23.707121,225.7
92.747909,23.398568,12.4
92.354702,23.202443,153.9
93.369842,23.851129,4.8
93.384065,23.803915,1.9
92.832425,22.764008,637.4
93.181723,23.442356,247.8
93.420158,23.655439,9.3
92.710704,23.711636,102.4
92.879675,22.141509,6.6
92.769051,22.915260,7.5
92.848536,24.367576,49.3
93.376225,23.213325,3.9
92.684295,23.655993,29.4
92.677332,23.762952,200.3
92.930377,23.490100,2.5
93.230692,23.602530,13.8
92.900500,22.416202,5.2
92.862175,24.376881,271.1
93.220532,23.283594,110.3
93.361011,23.560200,2006.6
92.646841,23.800263,7.2
93.149044,23.329408,6.6
92.802969,24.187169,64.0
93.314023,23.472646,7.2
93.015019,22.745529,102.4
93.154914,23.670027,4.7
93.279176,23.715186,7.4
92.845660,22.527535,10.8
93.181008,24.008310,1.7
93.342177,23.518775,5.9
92.806386,24.411299,54.1
93.356977,23.464112,5.0
92.703671,23.500362,5.9
92.727299,23.726942,17.3
92.875354,23.296683,9.7
93.131988,24.014684,7.2
93.287886,23.133375,4.1
93.406666,23.595744,6.1
92.372139,23.226775,3.2
92.904974,23.296268,9.6
92.739931,23.816356,42.7
93.385519,23.593075,0.6
92.657312,23.987770,3.9
92.639677,23.257877,1.7
92.634184,23.913579,1186.5
92.532243,22.936763,3.2
92.772878,23.271863,5.3
92.619644,22.251376,1.3
93.319718,23.475932,6.9
93.136606,22.301453,151.1
92.622181,22.953906,794.2
93.197978,23.202188,48.3
92.926730,22.921255,8.2
93.349115,23.733422,145.1
92.905690,24.116810,156.5
93.163316,23.947500,3480.6
92.682434,22.157319,13.3
93.353132,23.367078,8.5
93.106284,23.581404,0.5
92.875860,22.105689,1.4
92.545139,22.912035,134.5
92.438800,23.195375,41.0
92.741953,23.728004,1.3
93.188207,23.524823,6.1
92.763975,23.282968,39.6
92.924807,23.853221,5.8
92.663232,23.931565,327.9
92.722411,23.732471,23.3
92.558554,24.086345,4492.1
92.546799,22.903452,1.5
92.883005,22.571996,3.0
92.708363,23.725864,1.3
92.567537,23.916071,5131.1
93.115194,23.481203,4.7
93.389006,23.738204,1172.4
93.152977,22.340436,2.7
92.998120,23.270369,13.0
93.219031,23.262968,14.3
92.877656,22.438005,10.0
92.854820,23.262326,36.9
92.419292,22.924494,3.2
92.604692,24.158418,7.1
92.869280,22.636424,95.8
93.292117,23.451955,7.0
92.662208,23.729048,10.2
92.855336,23.276935,128.0
92.910869,24.025863,16.1
92.905404,23.068125,1.2
92.485292,22.790773,82.4
92.705138,23.016371,12.1
92.601984,23.799647,10.4
92.766230,22.885298,0.8
93.284632,23.658752,1.3
92.714197,23.731970,8.0
92.962920,23.668520,15.0
93.233774,23.715579,5.3
92.674901,23.738688,1.4
92.665405,23.875811,7.2
92.905680,22.236398,233.0
93.211909,23.093991,26.9
93.355582,23.483252,5.9
93.337864,23.069455,0.9
92.843427,22.271514,5.8
92.944509,24.154266,4.5
93.189159,23.979939,0.5
92.588548,23.857535,156.6
92.657082,23.773068,0.9
92.516842,23.759069,5.4
92.357311,23.222976,4.3
92.947999,24.111800,85.7
93.082632,22.933344,19.1
93.146936,23.172362,7.7
92.843908,23.245194,139.8
92.721488,23.468640,40.8
92.739202,22.801225,12.6
92.752587,22.872166,5.1
92.643344,23.707983,7.1
93.115507,23.472357,867.5
92.607036,23.698326,12.9
93.386224,23.468322,0.5
93.127973,23.243883,7.3
92.880486,23.350916,13.6
92.679473,24.343115,5.8
92.825310,23.749360,0.8
93.352039,23.622009,7.0
92.840111,23.093418,5.7
93.381423,23.695992,5.6
92.491417,23.737951,40.0
92.681471,23.203797,7.5
93.000712,24.385353,5913.8
93.040894,23.790778,6.2
93.254598,23.204076,4.4
93.106286,23.066714,296.0
92.607830,23.785972,17.6
92.951060,23.390779,9.0
93.083787,23.138587,761.9
92.623437,23.808254,9.9
93.316228,23.497895,10.9
92.857678,23.298674,1.9
92.476770,23.005546,4.1
92.989799,23.417680,5.6
92.649481,23.732462,4.5
92.812132,24.250204,7.1
92.877858,22.398036,0.5
92.888473,23.196234,14.5
92.658691,23.981429,4.4
93.204100,23.657827,1.3
92.793925,22.838236,17.6
92.863047,23.111540,2698.5
92.606459,23.859154,1232.4
92.764641,23.418443,8.8
92.735940,23.772647,9.5
93.049718,22.232598,205.9
93.163319,23.220131,234.3
92.865160,23.644578,824.5
92.748491,22.937652,10.8
92.973042,23.683602,26.6
92.607117,22.121267,7.1
92.614330,22.348662,4.8
92.904195,23.426630,41.9
92.594843,23.465583,4.4
93.214319,23.879429,0.5
93.020676,22.584719,61.1
92.813659,23.127380,20.8
92.929799,22.970077,8.1
92.962548,23.742825,7.9
92.968748,22.476137,11.0
92.810754,24.099851,31.8
92.858566,22.804429,559.4
92.409989,22.969342,1.2
93.034256,22.268398,0.8
92.746365,24.336094,9.4
93.010531,23.777681,6.1
92.511495,22.832203,85.4
93.207091,23.456913,6.8
92.597108,22.781060,1.6
93.071958,22.996459,10.5
92.702529,22.664080,259.9
92.989608,23.790849,8.6
92.959166,23.658788,4.0
92.840866,23.275762,28.7
92.733824,23.735437,0.5
93.187728,23.885972,7.4
92.667877,24.259044,2.6
92.661596,23.665595,10.9
92.433357,23.337662,24.1
93.299709,23.350923,201.7
93.146268,23.119533,42.7
92.907093,23.521710,0.5
92.459864,22.836517,6.6
92.899321,22.905880,1.5
93.200865,23.544083,15.9
93.223618,23.965462,6.3
93.122906,23.359708,263.1
93.104688,23.402689,0.8
92.958375,22.486144,15.6
92.384778,23.002627,5.4
93.335899,23.540803,2.7
92.738898,23.198812,371.3
93.035354,22.555215,4.4
93.066833,23.327070,160.2
92.397122,23.265815,2.2
92.983351,22.698497,5.7
92.694369,22.534524,12.3
92.418838,23.048486,131.7
93.113076,23.396271,19.0
93.322641,23.479308,14.7
93.050468,23.160019,278.0
93.127262,23.223960,9.4
92.393935,23.033723,75.1
92.686072,22.195763,17.6
93.348021,23.346239,59.0
92.703157,24.339490,0.5
92.863806,22.371167,127.1
92.783308,22.282608,43.5
93.269227,23.244168,2.7
92.851766,24.338949,1016.3
93.343740,23.944945,12.6
93.046778,22.749213,6.5
93.191525,23.509465,6.0
93.346531,23.475871,8.6
92.370651,23.229854,20.2
92.713962,22.916066,5.0
92.922779,23.852616,2.4
93.015411,23.025777,11.1
92.746704,22.874861,170.2
92.888532,23.919295,5.6
93.080250,22.476920,15.0
93.215347,23.160557,13.7
92.589904,22.874663,8.8
93.013548,22.499007,34.2
92.873075,22.263472,7.0
92.687336,22.550242,2.5
92.748369,23.772340,0.5
92.852423,23.555164,7.2
93.098818,22.892040,132.0
92.577124,23.077491,65.0
93.346859,23.235474,1.8
92.897739,22.854876,0.5
92.917124,22.702024,570.8
93.217362,23.128215,1386.5
92.844799,23.386194,27.3
93.096075,22.858017,2.4
93.329070,23.475276,9.4
92.723426,23.719649,1.6
92.975583,22.503920,483.5
92.940381,23.776227,10.2
92.967575,23.721599,4.2
92.937562,22.957035,285.4
92.994648,23.419639,9.8
92.851378,23.625447,2.5
93.195456,23.690792,243.7
93.026885,22.321011,12.8
93.379314,23.691698,169.7
93.225598,23.608328,411.4
93.060500,22.990954,3.8
92.855666,23.485943,2.7
93.272456,23.561980,9.9
92.725275,22.935464,139.4
92.856552,23.718846,6.5
92.814002,24.264737,0.5
93.032602,22.543614,17.7
93.038950,23.993280,9.0
92.663938,23.716454,21.2
92.529297,22.779782,8.1
93.028287,22.236286,4.4
92.621802,22.782507,291.8
93.109603,23.734021,14.4
92.763652,22.885399,5.9
92.927591,24.365358,7.7
93.103979,23.110221,1312.9
93.405027,23.660170,7.1
92.464051,23.275273,30.7
92.482631,23.666074,15.7
92.767368,24.012936,1.1
92.658423,22.226881,0.5
92.697066,22.679105,2.2
93.077459,23.078009,15.1
93.135324,22.922549,36.6
93.099270,23.306800,7.0
92.739690,23.376275,227.7
93.051485,23.767957,1.0
92.742994,23.728719,11.4
92.932975,22.919807,468.5
92.473269,22.853980,3.5
93.040611,23.691837,109.1
92.942078,22.858332,1.0
92.998851,22.981978,15.8
93.014196,22.713754,1.2
92.709628,22.341032,11.2
92.611638,22.172219,15.0
93.069082,22.828139,6.8
92.626769,22.614728,6.4
93.234538,23.282905,0.9
92.776391,22.533671,145.4
92.757161,23.394220,0.5
92.816966,22.839081,1.6
92.854197,23.318592,145.0
93.242326,23.421132,3.4
92.834851,22.696246,19.7
92.744023,22.946072,355.1
93.051198,23.767840,5.1
92.753749,23.239261,89.1
92.378641,24.116428,98.6
93.050649,23.440845,287.8
92.466634,22.872648,6.0
92.796412,24.404037,4.8
92.883443,22.469756,11.6
92.970518,23.773382,180.1
93.109703,23.544855,9.3
92.886356,22.487331,9.7
93.121289,23.785337,11.2
92.847387,22.387885,760.4
92.593837,23.810676,15.8
93.162397,23.307244,1.3
93.085118,22.638953,0.8
93.155054,23.542399,136.6
92.461167,23.274191,6.9
