latitude,longitude,district,label
27.144797156497223,88.51531738511805,East Sikkim,0
27.23089859114001,88.56218649878507,East Sikkim,0
27.402510303856193,88.62032876978176,East Sikkim,0
27.21212676899668,88.61038150361135,East Sikkim,0
27.264273635273177,88.6456360002734,East Sikkim,0
27.16756255420541,88.57184432811664,East Sikkim,0
27.17535704547332,88.49022400323803,East Sikkim,0
27.317754816088385,88.4739658634339,East Sikkim,0
27.244425533826206,88.68666698779272,East Sikkim,0
27.265862713739164,88.58073125974144,East Sikkim,0
27.308470207118134,88.43825765033256,East Sikkim,0
27.228486500383518,88.77249324270213,East Sikkim,0
27.329439974051805,88.64335953268483,East Sikkim,0
27.39302494299614,88.63848047650872,East Sikkim,0
27.351738309093793,88.54666193753499,East Sikkim,0
27.285806824399994,88.65773052238418,East Sikkim,0
27.324324445903095,88.62220128709673,East Sikkim,0
27.407414334622224,88.79458661205953,East Sikkim,0
27.349055935687186,88.49065385665325,East Sikkim,0
27.247629053270675,88.67188578478951,East Sikkim,0
27.280359307466302,88.55196547634974,East Sikkim,0
27.231834479140034,88.47474641411837,East Sikkim,0
27.260198262331315,88.52916980312466,East Sikkim,0
27.32689004217236,88.59221684307518,East Sikkim,0
27.1881321126673,88.55495765398781,East Sikkim,0
27.358934918998237,88.65633829891712,East Sikkim,0
27.384682166712807,88.5422555066154,East Sikkim,0
27.328004908313822,88.5011286240576,East Sikkim,0
27.210326983810297,88.6188643955569,East Sikkim,0
27.396022276088996,88.82289988561571,East Sikkim,0
27.28897601616195,88.6569768497571,East Sikkim,0
27.337208659587667,88.56807866622849,East Sikkim,0
27.31578023804371,88.46999403059039,East Sikkim,0
27.332846720129734,88.53491577864112,East Sikkim,0
27.389465539327023,88.4969547913445,East Sikkim,0
27.310862907031456,88.50737066228173,East Sikkim,0
27.25947682238191,88.69207403406497,East Sikkim,0
27.40370249415417,88.81585459472613,East Sikkim,0
27.224895818674753,88.56402931951592,East Sikkim,0
27.22922087715552,88.49066409706,East Sikkim,0
27.37737137459885,88.7284431434588,East Sikkim,0
27.349156637419714,88.65233843699181,East Sikkim,0
27.272360906324433,88.51590195317316,East Sikkim,0
27.26206120736845,88.78246433516112,East Sikkim,0
27.216009903643204,88.48482402089364,East Sikkim,0
27.20670738564039,88.48147887569557,East Sikkim,0
27.299721884611586,88.83755518387734,East Sikkim,0
27.250463613876178,88.60288941094527,East Sikkim,0
27.3703027944232,88.6448134816432,East Sikkim,0
27.37680174729103,88.67433691211805,East Sikkim,0
27.359831530756487,88.47562458074033,East Sikkim,0
27.244452832389243,88.61230587163405,East Sikkim,0
27.185029051335096,88.68947602895476,East Sikkim,0
27.252090714489725,88.78240964113658,East Sikkim,0
27.312230434888022,88.63459506240841,East Sikkim,0
27.40331387261097,88.7761711104858,East Sikkim,0
27.3745777522565,88.6954671142159,East Sikkim,0
27.254584971805205,88.59262508125005,East Sikkim,0
27.29245028194281,88.61598619345665,East Sikkim,0
27.27602869253116,88.71551706797909,East Sikkim,0
27.34605934419741,88.47516850399539,East Sikkim,0
27.222288145115986,88.68932826406386,East Sikkim,0
27.266867632703836,88.4921704179846,East Sikkim,0
27.252561909075425,88.79137595324343,East Sikkim,0
27.36344022297207,88.50201450110282,East Sikkim,0
27.37609432325125,88.55483947996768,East Sikkim,0
27.37350128699168,88.49688524442544,East Sikkim,0
27.253813813294673,88.47845588127316,East Sikkim,0
27.367522745052984,88.50609376594991,East Sikkim,0
27.276201472186237,88.4513386141542,East Sikkim,0
27.173935712577364,88.64895434594683,East Sikkim,0
27.28458457383466,88.81410859364465,East Sikkim,0
27.259060591299136,88.53203636789031,East Sikkim,0
27.32214763492491,88.61216898928735,East Sikkim,0
27.171862115506936,88.65740186252792,East Sikkim,0
27.370518527615964,88.79715654906381,East Sikkim,0
27.36883033958033,88.83749379171701,East Sikkim,0
27.349994803755465,88.71248289017231,East Sikkim,0
27.193225417914256,88.66314900610266,East Sikkim,0
27.190136774930924,88.65346901991914,East Sikkim,0
27.18159579914932,88.54408256065125,East Sikkim,0
27.374122822289532,88.49077733152698,East Sikkim,0
27.42232085863796,88.61389870358686,East Sikkim,0
27.170460656063568,88.52898372760201,East Sikkim,0
27.32277419177911,88.59065213992483,East Sikkim,0
27.26210024863454,88.58929364201364,East Sikkim,0
27.24575855873599,88.57189810727517,East Sikkim,0
27.388104198051565,88.56037834101204,East Sikkim,0
27.322946035910327,88.64072580485615,East Sikkim,0
27.214990448369413,88.57184783546818,East Sikkim,0
27.345962451767548,88.66514479607001,East Sikkim,0
27.37228955313344,88.78434572285752,East Sikkim,0
27.274002907023686,88.51708456977784,East Sikkim,0
27.204522547555914,88.73332801296398,East Sikkim,0
27.354842082364065,88.48713319748664,East Sikkim,0
27.29673930296279,88.47002083672203,East Sikkim,0
27.241439381125126,88.74754092598535,East Sikkim,0
27.210708110087506,88.46421300199762,East Sikkim,0
27.223514674163837,88.48772508102856,East Sikkim,0
27.29306205706519,88.85126917006627,East Sikkim,0
27.321190988347883,88.54023615339015,East Sikkim,0
27.17894869954653,88.68675329124524,East Sikkim,0
27.26709363647561,88.69959599091582,East Sikkim,0
27.192400372913788,88.63222807976778,East Sikkim,0
27.19194379004629,88.64376232862782,East Sikkim,0
27.255591914289393,88.48035206636114,East Sikkim,0
27.18254019225081,88.47822663181282,East Sikkim,0
27.233879218909937,88.76886668653279,East Sikkim,0
27.235195907195365,88.57445966838684,East Sikkim,0
27.190477472718413,88.54600061298572,East Sikkim,0
27.392362486952987,88.59018023924642,East Sikkim,0
27.159741647201812,88.49578717326449,East Sikkim,0
27.312352611529754,88.6215823053436,East Sikkim,0
27.351660544718055,88.67298476555453,East Sikkim,0
27.368944952846135,88.8424860951434,East Sikkim,0
27.223283594469443,88.74374794738138,East Sikkim,0
27.24150884913626,88.62779625324245,East Sikkim,0
27.30275325835727,88.55851287783813,East Sikkim,0
27.223898793760497,88.62224450120875,East Sikkim,0
27.18671483798552,88.55979342417987,East Sikkim,0
27.383557566315055,88.77432265722501,East Sikkim,0
27.304995310558166,88.47696957673514,East Sikkim,0
27.243581254735897,88.72108751724011,East Sikkim,0
27.264116737733946,88.46753702481101,East Sikkim,0
27.294558066616744,88.82399430144129,East Sikkim,0
27.26758995948813,88.44046551076363,East Sikkim,0
27.245939898590766,88.4501849417696,East Sikkim,0
27.19147885234328,88.69393167945374,East Sikkim,0
27.353631019796794,88.53413438966118,East Sikkim,0
27.40162404990242,88.78330209753085,East Sikkim,0
27.303107412797072,88.83771375499242,East Sikkim,0
27.406750652479705,88.79974046903666,East Sikkim,0
27.246996247010728,88.4451211135872,East Sikkim,0
27.27670210341486,88.54729122923618,East Sikkim,0
27.22862909999836,88.45121462764088,East Sikkim,0
27.241230971811447,88.44601703749375,East Sikkim,0
27.293786006580177,88.81829296328107,East Sikkim,0
27.177670282460753,88.50286869669331,East Sikkim,0
27.360067048328915,88.46936577425856,East Sikkim,0
27.27717385439478,88.50879816472654,East Sikkim,0
27.41470806636521,88.63220315605663,East Sikkim,0
27.381245456174383,88.71028027242885,East Sikkim,0
27.183678372588282,88.67903531600614,East Sikkim,0
27.386168790123406,88.8471381934449,East Sikkim,0
27.240420051211903,88.56028361822734,East Sikkim,0
27.367663499351597,88.73806175804629,East Sikkim,0
27.27041368894383,88.71424017906665,East Sikkim,0
27.254874147282944,88.60580165465159,East Sikkim,0
27.238222475350135,88.63650684877231,East Sikkim,0
27.25407888154265,88.480104295284,East Sikkim,0
27.165353362119134,88.48549228099998,East Sikkim,0
27.365055374376766,88.55175012425497,East Sikkim,0
27.377653857819226,88.56368994176106,East Sikkim,0
27.213102521775276,88.61573119636543,East Sikkim,0
27.217895316678987,88.69656430891771,East Sikkim,0
27.38679263672542,88.70957957168608,East Sikkim,0
27.283137410645363,88.60830400807714,East Sikkim,0
27.267258689688763,88.52371194211317,East Sikkim,0
27.3287459123525,88.4443730040124,East Sikkim,0
27.240507589985604,88.61193384421077,East Sikkim,0
27.31191298614449,88.63757103593181,East Sikkim,0
27.23136279626667,88.56671854476488,East Sikkim,0
27.248813956901543,88.61779792491835,East Sikkim,0
27.38451889690543,88.82077201856781,East Sikkim,0
27.25556196575847,88.64976259371262,East Sikkim,0
27.25608262886342,88.65711415919534,East Sikkim,0
27.2878002727358,88.56673146227556,East Sikkim,0
27.339681487936776,88.46041339260617,East Sikkim,0
27.360422674642525,88.63014916700205,East Sikkim (Near Kaabi),0
27.344511748685253,88.60893096784129,Gangtok District,0
27.358577231564375,88.59779917808443,Gangtok District,0
27.356130255803343,88.62088055703876,Gangtok District,0
27.302084237334117,88.58376656032881,Gangtok District,0
27.23854164761158,88.52600001632072,Gangtok District,0
27.314413984781925,88.61167352281029,Gangtok District,0
27.34409544209638,88.57863647808432,Gangtok District,0
27.255542145564107,88.43723008785186,Gangtok District,0
27.199538183506245,88.32164678714864,Geyzing,0
27.312303924764276,88.14849846001302,Gyalshing,0
27.26823723447283,88.21947949848841,Gyalshing,0
27.38816748153335,88.50939274263148,Mangan,0
27.38611076559939,88.51955938986154,Mangan,0
27.410359047067054,88.50050199787681,Mangan,0
27.283899372822823,88.31053533978319,Namchi,0
27.310138356813354,88.40670469639737,Namchi,0
27.29050432854312,88.30538946064131,Namchi,0
27.291991998348987,88.10876130816291,Namchi,0
27.108905211865615,88.40072645504307,Namchi,0
27.093496376968893,88.33251454472526,Namchi,0
27.100260585966712,88.36803464450047,Namchi,0
27.39025446758579,88.55129835507763,North Sikkim,0
27.579969606744378,88.65205699473867,North Sikkim,0
27.5194243365379,88.59339279468026,North Sikkim,0
27.385452262395347,88.55069772175915,North Sikkim,0
27.54264887117262,88.60080538062661,North Sikkim,0
27.40903630025857,88.56640905733629,North Sikkim,0
27.46414108187991,88.5057918483425,North Sikkim,0
27.444550505878063,88.61656614138742,North Sikkim,0
27.55941778835886,88.62671654314131,North Sikkim,0
27.531952423389406,88.47684485287657,North Sikkim,0
27.432791976042108,88.52042953603373,North Sikkim,0
27.527317823133046,88.56998636210261,North Sikkim,0
27.744885054866412,88.54186916002477,North Sikkim,0
27.546572572171918,88.65117498841923,North Sikkim,0
27.51835637180447,88.54650620972826,North Sikkim,0
27.550480224553816,88.47963302814962,North Sikkim,0
27.494046821216205,88.52474530651483,North Sikkim,0
27.69024661546635,88.58308695098178,North Sikkim,0
27.41302843531765,88.56727873128679,North Sikkim,0
27.4500419128519,88.52688149112863,North Sikkim,0
27.633543988360334,88.69545561820054,North Sikkim,0
27.548818522841174,88.49568057571162,North Sikkim,0
27.40724103730763,88.54834733569707,North Sikkim,0
27.522824529815075,88.5948449079842,North Sikkim,0
27.683310950785224,88.59470601186344,North Sikkim,0
27.406087069924606,88.5427880178165,North Sikkim,0
27.648369258894054,88.72008511092584,North Sikkim,0
27.38650641306633,88.62290506733353,North Sikkim,0
27.502038122735893,88.54594156114443,North Sikkim,0
27.680626412239725,88.74798607819076,North Sikkim,0
27.436388163019824,88.50071186117778,North Sikkim,0
27.42647411283408,88.6346668811987,North Sikkim,0
27.381273456440784,88.61858161310396,North Sikkim,0
27.725585394994546,88.54761804797383,North Sikkim,0
27.378895602841766,88.51221463775957,North Sikkim,0
27.63630661036745,88.60528477556412,North Sikkim,0
27.40569009384758,88.52266504737834,North Sikkim,0
27.391809620322302,88.54137537823644,North Sikkim,0
27.61932473493937,88.679855915999,North Sikkim,0
27.39808868533446,88.58175169613288,North Sikkim,0
27.425888228493726,88.57937265437836,North Sikkim,0
27.53311240631172,88.6046871626849,North Sikkim,0
27.662129757272258,88.7296518860769,North Sikkim,0
27.541632206329865,88.47857803718888,North Sikkim,0
27.544856071034367,88.63412089700579,North Sikkim,0
27.621834626658973,88.66286733472508,North Sikkim,0
27.463668941241792,88.52288081348195,North Sikkim,0
27.533640790536676,88.49556836318193,North Sikkim,0
27.508707675510724,88.55924782460596,North Sikkim,0
27.51035042302254,88.55672779068306,North Sikkim,0
27.53309373322367,88.47938913299987,North Sikkim,0
27.543000353890026,88.61310846825532,North Sikkim,0
27.524540910034972,88.59791034597042,North Sikkim,0
27.391609952764448,88.59450526545079,North Sikkim,0
27.543607601336568,88.55371042268513,North Sikkim,0
27.488756125223745,88.52622017362654,North Sikkim,0
27.441774259346897,88.61520614849677,North Sikkim,0
27.402272583011367,88.50724086663213,North Sikkim,0
27.765492766784746,88.52173036592713,North Sikkim,0
27.527467256288094,88.55365897078728,North Sikkim,0
27.74314689154698,88.54071685582774,North Sikkim,0
27.635364241821573,88.61883723848489,North Sikkim,0
27.414291370414944,88.51085514508118,North Sikkim,0
27.639992623643323,88.60739741018529,North Sikkim,0
27.503877960261693,88.55853737742923,North Sikkim,0
27.43686068810148,88.51110623095776,North Sikkim,0
27.384387621080798,88.53656069004924,North Sikkim,0
27.45271385192298,88.5115193218325,North Sikkim,0
27.527400616537495,88.48898647260579,North Sikkim,0
27.763219390156358,88.54476570152444,North Sikkim,0
27.389683771384647,88.63173990728951,North Sikkim,0
27.425133236509172,88.62675017484202,North Sikkim,0
27.5478125378801,88.61349895315139,North Sikkim,0
27.40251989689288,88.53656233180998,North Sikkim,0
27.696376522137083,88.74879508767675,North Sikkim,0
27.374669258503843,88.65414710511763,North Sikkim,0
27.697288120779177,88.75645165237906,North Sikkim,0
27.388591706321943,88.626812567994,North Sikkim,0
27.38027153941507,88.65719337740853,North Sikkim,0
27.51618593486087,88.5336635285571,North Sikkim,0
27.59098433342805,88.64595794719882,North Sikkim,0
27.407799302742486,88.56708053752313,North Sikkim,0
27.456709343649553,88.50930389339361,North Sikkim,0
27.44635017902933,88.52411380457193,North Sikkim,0
27.34971914780021,88.53527692272147,North Sikkim,0
27.427004296510077,88.49776489956668,North Sikkim,0
27.388422499348152,88.62164285867456,North Sikkim,0
27.559088483408207,88.61710011903897,North Sikkim,0
27.5375859240228,88.48357817718787,North Sikkim,0
27.52242401217123,88.60579531135313,North Sikkim,0
27.424949754816623,88.59158146146825,North Sikkim,0
27.540257306269556,88.49660630908856,North Sikkim,0
27.354557747983197,88.53471406537068,North Sikkim,0
27.492477097750918,88.51583179622351,North Sikkim,0
27.608332838326646,88.63719505543969,North Sikkim,0
27.679939044786856,88.7398552416419,North Sikkim,0
27.671656395844316,88.71773951960287,North Sikkim,0
27.547831491727955,88.4714706176579,North Sikkim,0
27.382481092276766,88.61708974480229,North Sikkim,0
27.62375959237948,88.61825315220692,North Sikkim,0
27.388317761577067,88.50415270644972,North Sikkim,0
27.38667650293504,88.49500035442584,North Sikkim,0
27.53396392262039,88.4804280792936,North Sikkim,0
27.55886288430066,88.48490919394355,North Sikkim,0
27.65343399204914,88.72624273555847,North Sikkim,0
27.368051233281065,88.52028172567864,North Sikkim,0
27.378618787770986,88.50250092443208,North Sikkim,0
27.384556315169874,88.50819281525864,North Sikkim,0
27.72603919431821,88.54725691513836,North Sikkim,0
27.396835360054524,88.58170389005538,North Sikkim,0
27.482882583751223,88.49963766311116,North Sikkim,0
27.62346262591203,88.67872108673693,North Sikkim,0
27.529147358443424,88.5664078915989,North Sikkim,0
27.351794341557145,88.5470741980138,North Sikkim,0
27.470804247495625,88.5082993045108,North Sikkim,0
27.534905035953813,88.62264031357904,North Sikkim,0
27.463116096595893,88.49651332205065,North Sikkim,0
27.407088078425655,88.51497744318269,North Sikkim,0
27.359566524675397,88.5503539211633,North Sikkim,0
27.377474320508227,88.49981104818963,North Sikkim,0
27.49431302533869,88.53525658546586,North Sikkim,0
27.76404626183452,88.5269681579225,North Sikkim,0
27.533539483259062,88.47806900830521,North Sikkim,0
27.70410597815788,88.75074685650567,North Sikkim,0
27.54979808116013,88.60276638628225,North Sikkim,0
27.443417504091553,88.60002436116972,North Sikkim,0
27.5488597057422,88.59029374214164,North Sikkim,0
27.55227525078778,88.63317796161316,North Sikkim,0
27.562688796618584,88.61708541764801,North Sikkim,0
27.537490935473702,88.63829538156838,North Sikkim,0
27.72909785184417,88.54710388588292,North Sikkim,0
27.5403366858198,88.58447022123389,North Sikkim,0
27.632192110452273,88.702233617592,North Sikkim,0
27.44078645121402,88.5052067146619,North Sikkim,0
27.42318132630103,88.53976918778241,North Sikkim,0
27.3699055633243,88.52483684217822,North Sikkim,0
27.43870213248015,88.54016146903666,North Sikkim,0
27.527631721767552,88.52826199509879,North Sikkim,0
27.510712984347787,88.51468299183622,North Sikkim,0
27.22804464637777,88.62096780078141,Pakyong,0
27.16232513212172,88.53841755431075,Pakyong,0
27.18881641595813,88.59979199638575,Pakyong,0
27.156679803835743,88.51618652238066,Pakyong,0
27.164916247667442,88.32655363070114,Soreng,0
27.195584873489434,88.32911199529046,Soreng,0
27.213021103868144,88.33997043314935,Soreng,0
27.275920779763748,88.45064004997089,South Sikkim,0
27.278134852292716,88.46629358757403,South Sikkim,0
27.167595261705475,88.5143414831177,South Sikkim,0
27.106240550154745,88.40355817145073,South Sikkim,0
27.252972951421132,88.40725414132856,South Sikkim,0
27.195376294501674,88.45458599118699,South Sikkim,0
27.165590707441904,88.47764918249473,South Sikkim,0
27.27831430409882,88.38497919576854,South Sikkim,0
27.134934346832125,88.45125693872316,South Sikkim,0
27.362483533333524,88.2998774531466,South Sikkim,0
27.14893171619069,88.50402378352616,South Sikkim,0
27.276976937705257,88.38521850647085,South Sikkim,0
27.237289207532033,88.36465154250119,South Sikkim,0
27.135613015372652,88.4625793184852,South Sikkim,0
27.138727120497894,88.26920374781558,South Sikkim,0
27.15129195392649,88.32274878192234,South Sikkim,0
27.235242045316596,88.47666425582237,South Sikkim,0
27.23324445702063,88.38501412224645,South Sikkim,0
27.09196334122304,88.42221790391025,South Sikkim,0
27.14626773853992,88.52493180451437,South Sikkim,0
27.175267312520717,88.53238453479334,South Sikkim,0
27.217168097358847,88.4403248640945,South Sikkim,0
27.221751629566143,88.48566028983602,South Sikkim,0
27.344030622409075,88.47889583640304,South Sikkim,0
27.06191211279604,88.4461742481067,South Sikkim,0
27.26383769853468,88.46646978634419,South Sikkim,0
27.10157402137755,88.24236383784728,South Sikkim,0
27.189161778085122,88.49126836600186,South Sikkim,0
27.193601173377186,88.52330034894956,South Sikkim,0
27.09672961492328,88.44453909310417,South Sikkim,0
27.158084799930037,88.32211971805697,South Sikkim,0
27.31344495426102,88.40245723104714,South Sikkim,0
27.13845307682595,88.43021059244366,South Sikkim,0
27.08433471015619,88.42814482172662,South Sikkim,0
27.19486960949345,88.4722801003912,South Sikkim,0
27.317361805504774,88.35391348734015,South Sikkim,0
27.136748762454783,88.22136274574947,South Sikkim,0
27.31560009386965,88.43677494398382,South Sikkim,0
27.16276786437126,88.42276386603265,South Sikkim,0
27.217628118289575,88.47911885173315,South Sikkim,0
27.280732478455267,88.40262173523168,South Sikkim,0
27.104157196632052,88.35648526025422,South Sikkim,0
27.180069241175033,88.34399338402545,South Sikkim,0
27.38941346509061,88.44425223520523,South Sikkim,0
27.22152263615057,88.49329345431859,South Sikkim,0
27.175246594611945,88.46877383130519,South Sikkim,0
27.148525614259437,88.4219784787262,South Sikkim,0
27.14274997681078,88.22503757397392,South Sikkim,0
27.300261644744136,88.45535549247477,South Sikkim,0
27.15179517539546,88.39470894308877,South Sikkim,0
27.283746148181482,88.42257678527287,South Sikkim,0
27.140760283803978,88.37178316014226,South Sikkim,0
27.307487588964094,88.42174263548486,South Sikkim,0
27.31614265385919,88.35339008382724,South Sikkim,0
27.300565869866855,88.3718493053005,South Sikkim,0
27.293792962965437,88.36174572627645,South Sikkim,0
27.389578573724815,88.44417561101338,South Sikkim,0
27.1394776117103,88.22792444441671,South Sikkim,0
27.147740227890168,88.47716098148634,South Sikkim,0
27.109728213972218,88.4395654872949,South Sikkim,0
27.278569466043695,88.42857685374163,South Sikkim,0
27.310389933107245,88.43225640953334,South Sikkim,0
27.06841065701089,88.41449604616902,South Sikkim,0
27.241435631047477,88.53257718017258,South Sikkim,0
27.157806672184677,88.45660107057815,South Sikkim,0
27.351128067741456,88.45024029659159,South Sikkim,0
27.0832486362126,88.34306755886419,South Sikkim,0
27.22090419362045,88.41500974623455,South Sikkim,0
27.323099279509886,88.36133787783893,South Sikkim,0
27.282996532872627,88.3715617361148,South Sikkim,0
27.226236987139348,88.4388653288463,South Sikkim,0
27.13543992798971,88.40071592024556,South Sikkim,0
27.301997533155713,88.42140533045108,South Sikkim,0
27.12471487978074,88.36866117836995,South Sikkim,0
27.127928155712127,88.33689333690243,South Sikkim,0
27.118732315980047,88.25406761859777,South Sikkim,0
27.190546829385056,88.35139802275478,South Sikkim,0
27.291583292691705,88.4534396623106,South Sikkim,0
27.1633706734575,88.5168243513295,South Sikkim,0
27.129811194363892,88.367596082728,South Sikkim,0
27.15746855373998,88.49522778785598,South Sikkim,0
27.152419019118888,88.43376239947635,South Sikkim,0
27.102061118572944,88.38448648311706,South Sikkim,0
27.241438321982656,88.38862098309076,South Sikkim,0
27.228593254246515,88.42046143347204,South Sikkim,0
27.129468946660477,88.31726099445736,South Sikkim,0
27.36063085965227,88.28072874965535,South Sikkim,0
27.265266943107708,88.48375310480641,South Sikkim,0
27.16775085476875,88.39007649335278,South Sikkim,0
27.12245321132201,88.33806185883097,South Sikkim,0
27.145064525165427,88.43537728831548,South Sikkim,0
27.147237921247854,88.48305312321703,South Sikkim,0
27.205773624478695,88.50638343818468,South Sikkim,0
27.166024203208476,88.39555674279987,South Sikkim,0
27.14665379731259,88.48534834146166,South Sikkim,0
27.274934479619567,88.38511879114057,South Sikkim,0
27.07420038436306,88.37051601916122,South Sikkim,0
27.28924693260898,88.34402200400007,South Sikkim,0
27.11587757464322,88.34509050837906,South Sikkim,0
27.131367008940817,88.31525345607061,South Sikkim,0
27.123854571259443,88.3856923908578,South Sikkim,0
27.215499325760522,88.43362688975638,South Sikkim,0
27.325842715587303,88.49062505125475,South Sikkim,0
27.196691037791137,88.39079281651132,South Sikkim,0
27.249948761171517,88.38011445841673,South Sikkim,0
27.209630762316394,88.37981756964595,South Sikkim,0
27.33071588825726,88.27991250140421,South Sikkim,0
27.170672104932464,88.41583972611345,South Sikkim,0
27.35234222896304,88.27584028554045,South Sikkim,0
27.14725476462936,88.50575816643202,South Sikkim,0
27.279126879499973,88.35679975315217,South Sikkim,0
27.100170463628405,88.45011491631516,South Sikkim,0
27.305204146174734,88.34738407834165,South Sikkim,0
27.15188576080037,88.44414382144042,South Sikkim,0
27.215314819316497,88.37997688269276,South Sikkim,0
27.13978454353442,88.26693555738593,South Sikkim,0
27.30166980368524,88.35927690873585,South Sikkim,0
27.345574888018636,88.26436798938803,South Sikkim,0
27.189578555823118,88.5301341196261,South Sikkim,0
27.191150069807442,88.3875747409044,South Sikkim,0
27.171714100557608,88.37796056076482,South Sikkim,0
27.18174011239034,88.43034157144878,South Sikkim,0
27.10266131991952,88.24315591886419,South Sikkim,0
27.15657773388062,88.36046202578514,South Sikkim,0
27.113088082882072,88.33719525062006,South Sikkim,0
27.12184362950044,88.35412598854094,South Sikkim,0
27.255923020005923,88.32287949276606,South Sikkim,0
27.239557010643164,88.36548969845788,South Sikkim,0
27.146911757132298,88.32690184425645,South Sikkim,0
27.07917849930036,88.45023469153656,South Sikkim,0
27.170223676294203,88.33293740049245,South Sikkim,0
27.32631070057159,88.49830490470465,South Sikkim,0
27.26022900855799,88.39388315105904,South Sikkim,0
27.16298744759245,88.3784528376638,South Sikkim,0
27.135692462532486,88.41669285603277,South Sikkim,0
27.271382070347457,88.3972826484262,South Sikkim,0
27.132490341872018,88.36404781649186,South Sikkim,0
27.15193590365602,88.45287917069878,South Sikkim,0
27.348296525756144,88.48028838638855,South Sikkim,0
27.122066871960296,88.42963008458796,South Sikkim,0
27.234390105117324,88.43468128336056,South Sikkim,0
27.17910848140425,88.3736112043775,South Sikkim,0
27.217607178299556,88.5144507341925,South Sikkim,0
27.19578604457384,88.4267443527754,South Sikkim,0
27.224970731263657,88.49528394495556,South Sikkim,0
27.226262859254405,88.48695480052346,South Sikkim,0
27.20429042628109,88.36149351331363,South Sikkim,0
27.147293519910765,88.46345346292006,South Sikkim,0
27.246916570253873,88.52127514708643,South Sikkim,0
27.128592012620032,88.37316782166565,South Sikkim,0
27.206135717369825,88.45234328763702,South Sikkim,0
27.201320230642796,88.3960456087307,South Sikkim,0
27.08402732169226,88.36208390741514,South Sikkim,0
27.148105882426275,88.48810919484595,South Sikkim,0
27.25264091789502,88.4802125074912,South Sikkim,0
27.34832557801062,88.44961171493823,South Sikkim,0
27.308781811437612,88.4102652635942,South Sikkim,0
27.10356182933127,88.25353502521347,South Sikkim,0
27.061260180242662,88.44311834662993,South Sikkim,0
27.147332591000737,88.51511978221632,South Sikkim,0
27.163103470170345,88.34464791580359,South Sikkim,0
27.116950093301806,88.42796733022514,South Sikkim,0
27.11974261938902,88.35296994154785,South Sikkim,0
27.31220283276159,88.3509815199423,South Sikkim,0
27.203086072330183,88.42975353744717,South Sikkim,0
27.12639213535667,88.40396089632955,South Sikkim,0
27.212434189259604,88.36433399300508,South Sikkim,0
27.1932852907576,88.45605579118678,South Sikkim,0
27.203244497833854,88.39375073199534,South Sikkim,0
27.250082267213216,88.52084706036581,South Sikkim,0
27.230655277516043,88.39380601047614,South Sikkim,0
27.28553076836857,88.42017491071638,South Sikkim,0
27.134826400860174,88.49048236890144,South Sikkim,0
