latitude,longitude,district,label,elevation,slope,aspect,curvature,distance_to_drainage
27.128972,88.262111,West Sikkim,1,406.302490234375,35.69336700439453,148.6759490966797,-0.34559139609336853,105.13160430378801
27.129,88.441361,South Sikkim,1,651.5825805664062,20.753555297851562,114.58490753173828,1.7114311456680298,41.23600783387157
27.129861,88.266222,West Sikkim,1,395.4381408691406,40.3336296081543,135.87037658691406,-1.4268603324890137,105.13160430378801
27.130056,88.412944,South Sikkim,1,1738.9910888671875,29.078914642333984,83.01103973388672,0.006432278547435999,802.2496852448318
27.130444,88.340222,South Sikkim,1,1174.6260986328125,36.962467193603516,224.0311737060547,1.063249945640564,898.2448209228055
27.131444,88.386,South Sikkim,1,1546.6951904296875,32.92661666870117,138.0147705078125,0.45485398173332214,866.9374182703165
27.131528,88.384417,South Sikkim,1,1603.8775634765625,28.531558990478516,180.3064727783203,1.1543068885803223,704.6412107490834
27.133556,88.39475,South Sikkim,1,1678.3330078125,27.50415802001953,179.8849334716797,1.0038374662399292,528.0785624320677
27.133583,88.404583,South Sikkim,1,1844.027587890625,45.90334701538086,260.9860534667969,0.36106905341148376,433.46870913515824
27.133722,88.390833,South Sikkim,1,1657.233154296875,35.71683120727539,189.2650146484375,0.04166623204946518,905.7853084761554
27.133806,88.342778,South Sikkim,1,1192.375732421875,32.034664154052734,103.84264373779297,-1.9038395881652832,453.59608617258715
27.134306,88.370528,South Sikkim,1,1101.616943359375,32.515010833740234,159.28424072265625,-0.18957991898059845,365.35196024230754
27.134389,88.40425,South Sikkim,1,1828.79736328125,41.513607025146484,253.13333129882812,-1.6192973852157593,445.08153393704293
27.135833,88.391111,South Sikkim,1,1807.3363037109375,32.20896530151367,146.00030517578125,-0.6088840961456299,922.0651663725067
27.137667,88.342694,South Sikkim,1,1225.93408203125,35.79827880859375,123.20548248291016,-0.7989234328269958,287.1755640555846
27.137694,88.401556,South Sikkim,1,1826.3524169921875,31.124290466308594,212.61944580078125,0.6378580331802368,516.6856972142671
27.139944,88.368167,South Sikkim,1,1188.2281494140625,30.716575622558594,211.8979034423828,-1.8270255327224731,749.6565594029216
27.140889,88.368222,South Sikkim,1,1237.5789794921875,30.46527671813965,234.46153259277344,0.5373824238777161,774.7542479731985
27.141,88.211194,West Sikkim,1,681.1010131835938,34.84752655029297,211.96246337890625,0.9247261881828308,276.619549911752
27.141944,88.180222,West Sikkim,1,835.3484497070312,33.406490325927734,242.5525665283203,1.516452670097351,405.07950455465993
27.142028,88.172139,West Sikkim,1,782.2717895507812,29.143659591674805,190.02230834960938,0.059096559882164,82.47201566774314
27.143556,88.373083,South Sikkim,1,1268.2825927734375,21.652616500854492,326.87255859375,-3.216024398803711,563.1395526838879
27.144056,88.127361,West Sikkim,1,2304.47900390625,29.497461318969727,175.49195861816406,-0.34579241275787354,800.6584446331152
27.144167,88.311083,West Sikkim,1,1166.03662109375,35.02702331542969,192.91299438476562,0.29315683245658875,785.1101986359812
27.145056,88.370778,South Sikkim,1,1262.7490234375,38.85917663574219,339.9814453125,-0.45028820633888245,380.1772074656567
27.145444,88.305694,West Sikkim,1,1142.4012451171875,15.263203620910645,200.9647674560547,1.589548110961914,882.489105128445
27.149722,88.348333,South Sikkim,1,1409.87548828125,45.18171691894531,88.46347045898438,-1.2327576875686646,782.398238205482
27.149889,88.096861,West Sikkim,1,2300.789306640625,24.58185386657715,197.59588623046875,-0.3560725450515747,309.95656361374915
27.149972,88.184222,West Sikkim,1,1088.6328125,31.541894912719727,170.24949645996094,-0.37014317512512207,396.5952239273039
27.150778,88.4385,South Sikkim,1,1216.32275390625,41.139442443847656,117.48033142089844,0.8401302099227905,601.1129450369226
27.151028,88.309889,West Sikkim,1,1206.5157470703125,22.203622817993164,327.6828308105469,0.9485026597976685,758.1147799781967
27.152722,88.190833,West Sikkim,1,1047.4512939453125,20.505355834960938,112.83782958984375,0.46163085103034973,92.20651663725067
27.152861,88.390361,South Sikkim,1,1244.6611328125,33.363128662109375,215.26852416992188,-0.2825033664703369,87.47478230517653
27.153083,88.412056,South Sikkim,1,1579.8333740234375,38.25947952270508,124.45042419433594,-0.3840414881706238,535.2745142818376
27.153306,88.3135,West Sikkim,1,1205.0164794921875,36.14076232910156,300.392578125,-1.1182975769042969,776.3985814423086
27.153444,88.095639,West Sikkim,1,2281.0029296875,29.836000442504883,220.53146362304688,-1.791963815689087,594.7141625618347
27.153528,88.494389,South Sikkim,1,1088.8626708984375,29.234010696411133,206.1633758544922,-0.7883273959159851,645.4456164607546
27.15425,88.500333,South Sikkim,1,997.6357421875,37.77904510498047,93.51738739013672,1.7569739818572998,240.44517801476906
27.1545,88.275667,West Sikkim,1,771.0739135742188,30.483951568603516,199.63705444335938,-0.1941169798374176,405.07950455465993
27.154722,88.443056,South Sikkim,1,1377.98583984375,36.81089401245117,165.15020751953125,-0.22217205166816711,618.5401175080734
27.154889,88.493194,South Sikkim,1,1111.88720703125,33.876434326171875,248.5480194091797,-0.8307976722717285,488.7815177168158
27.155028,88.319556,West Sikkim,1,1416.326171875,37.420623779296875,302.4050598144531,0.19311192631721497,824.7201566774313
27.155306,88.390278,South Sikkim,1,1209.06005859375,36.51925277709961,317.2321472167969,-0.8907557129859924,82.47201566774314
27.15625,88.430722,South Sikkim,1,1453.60302734375,44.65483856201172,217.24290466308594,-1.0082021951675415,373.40793249495863
27.156806,88.5225,East Sikkim,1,604.4925537109375,40.316139221191406,51.380496978759766,-1.839114785194397,535.2745142818376
27.156944,88.230778,West Sikkim,1,1492.3721923828125,31.325519561767578,234.70159912109375,0.5527739524841309,922.0651663725067
27.157056,88.512778,East Sikkim,1,740.404052734375,27.216930389404297,151.12132263183594,-0.39123472571372986,478.2310341342386
27.157361,88.171667,West Sikkim,1,1461.43505859375,27.357988357543945,242.2611541748047,0.09441665560007095,962.2226053569419
27.157694,88.306806,West Sikkim,1,845.4036865234375,24.794092178344727,296.93780517578125,-0.3250023424625397,0.0
27.157694,88.522194,East Sikkim,1,622.3045654296875,34.06841278076172,77.67918395996094,0.06123586371541023,467.4424798375224
27.157694,88.092833,West Sikkim,1,2256.253662109375,26.698476791381836,16.8670654296875,-0.6147420406341553,389.01971986608265
27.157806,88.230306,West Sikkim,1,1502.8408203125,22.340877532958984,175.5797882080078,-0.5763493776321411,965.7504727558779
27.157861,88.090194,West Sikkim,1,2168.6416015625,27.748432159423828,288.6762390136719,0.07971430569887161,227.73329671633672
27.158,88.347972,South Sikkim,1,1376.1966552734375,35.85755920410156,302.832763671875,-1.2860536575317383,550.1569638651962
27.158056,88.141528,West Sikkim,1,2027.190673828125,35.631935119628906,124.39171600341797,0.19635678827762604,195.5995595513705
27.158111,88.491722,South Sikkim,1,1131.7808837890625,44.898353576660156,224.0355987548828,-0.18906304240226746,380.1772074656567
27.158111,88.512472,East Sikkim,1,807.0310668945312,28.235309600830078,171.24539184570312,0.6893450021743774,537.6517629030615
27.158139,88.344806,West Sikkim,1,1362.6005859375,33.69786834716797,20.99396514892578,0.9174611568450928,466.53217229427486
27.158222,88.34325,West Sikkim,1,1362.9488525390625,42.7962646484375,18.40342903137207,-0.6431991457939148,498.256578424176
27.158222,88.100361,West Sikkim,1,2437.343017578125,30.027551651000977,304.77288818359375,0.49603205919265747,509.2271321978585
27.158361,88.521833,East Sikkim,1,617.760009765625,35.56175231933594,73.97540283203125,-0.21275335550308228,383.5170421109049
27.158417,88.420139,South Sikkim,1,1607.602783203125,31.211063385009766,229.37770080566406,0.9722216725349426,368.8260665490027
27.158583,88.466306,South Sikkim,1,1209.377685546875,38.86501693725586,98.41495513916016,-0.4278900921344757,92.20651663725067
27.158944,88.427111,South Sikkim,1,1578.1871337890625,41.22212219238281,237.29449462890625,-0.3407384753227234,365.35196024230754
27.158972,88.514611,East Sikkim,1,828.2705078125,30.161636352539062,162.7007598876953,-0.4408695101737976,664.9106473350614
27.158972,88.090944,West Sikkim,1,2184.7255859375,32.927249908447266,320.6374816894531,0.14438168704509735,195.5995595513705
27.159194,88.444361,South Sikkim,1,1300.4051513671875,41.826560974121094,15.542704582214355,-1.0855618715286255,116.63304307356871
27.159361,88.09225,West Sikkim,1,2226.056640625,30.259563446044922,309.8800354003906,0.8100650906562805,206.18003916935783
27.159472,88.300028,West Sikkim,1,634.67138671875,22.645427703857422,282.5378112792969,-0.6135216355323792,41.23600783387157
27.159639,88.318889,West Sikkim,1,1333.076416015625,31.251243591308594,294.80670166015625,-0.05039575323462486,1195.4886915040793
27.159972,88.379083,South Sikkim,1,1255.0106201171875,33.78757095336914,301.7092590332031,0.484775573015213,349.89912922070613
27.160056,88.423028,South Sikkim,1,1564.0191650390625,39.83756637573242,164.47433471679688,-1.2395057678222656,304.421179688756
27.160056,88.091806,West Sikkim,1,2169.660888671875,35.322139739990234,320.11846923828125,0.19859659671783447,116.63304307356871
27.160194,88.415056,South Sikkim,1,1537.8189697265625,30.142772674560547,202.19793701171875,-0.18731139600276947,250.82884335095778
27.160444,88.512472,South Sikkim,1,902.9232788085938,23.3395938873291,166.62986755371094,0.13852371275424957,756.4307021190222
27.160722,88.505889,South Sikkim,1,1044.3411865234375,31.482542037963867,142.45840454101562,0.3772071897983551,731.2854597095612
27.161,88.094306,West Sikkim,1,2145.73046875,25.823225021362305,290.36822509765625,1.3800108432769775,82.47201566774314
27.161306,88.512944,South Sikkim,1,907.0751342773438,33.357574462890625,65.50780487060547,-0.4769362211227417,714.8235494117221
27.161444,88.410556,South Sikkim,1,1573.1766357421875,32.24653625488281,115.24027252197266,-0.13519270718097687,247.41604700322935
27.161917,88.509639,South Sikkim,1,1023.3541259765625,30.729982376098633,151.37701416015625,-0.7732230424880981,850.1020793892488
27.162111,88.491444,South Sikkim,1,1143.2681884765625,33.614070892333984,262.9780578613281,-1.0957272052764893,704.6412107490834
27.162194,88.510611,South Sikkim,1,1008.968994140625,31.111621856689453,128.83163452148438,0.09582372009754181,892.0712438427521
27.16275,88.383306,South Sikkim,1,1549.8157958984375,32.594146728515625,325.793212890625,1.7855029106140137,433.46870913515824
27.162778,88.413222,South Sikkim,1,1550.134033203125,28.25980567932129,163.1194305419922,-2.664973497390747,332.4553236675307
27.162781,88.484864,South Sikkim,1,1168.08056640625,25.698570251464844,156.5537872314453,0.0980348140001297,544.7212642187818
27.163472,88.143083,West Sikkim,1,2068.715087890625,20.638452529907227,80.30265808105469,0.36635270714759827,120.22258900738453
27.163556,88.458833,South Sikkim,1,1476.955810546875,34.90214538574219,182.5831298828125,-0.7536965012550354,636.8260277225762
27.16375,88.406417,South Sikkim,1,1562.3043212890625,19.773475646972656,274.3289794921875,-2.858745813369751,368.8260665490027
27.163861,88.462306,South Sikkim,1,1501.462890625,28.900867462158203,102.38634490966797,-1.0165010690689087,509.2271321978585
27.163861,88.52,East Sikkim,1,572.5986328125,31.05455207824707,128.6707763671875,1.1879470348358154,145.79130384196088
27.163861,88.141361,West Sikkim,1,2141.93701171875,31.72754669189453,109.39886474609375,-3.4900853633880615,250.82884335095778
27.164472,88.213889,West Sikkim,1,1438.9901123046875,39.948341369628906,128.19969177246094,-0.1703692376613617,547.8339824949326
27.1645,88.228444,West Sikkim,1,1422.065673828125,34.49803161621094,76.81776428222656,0.012519970536231995,1020.5391268937262
27.164528,88.348472,South Sikkim,1,1109.9405517578125,31.70598602294922,303.01629638671875,0.25677424669265747,351.11195479568335
27.165,88.444444,South Sikkim,1,1380.4769287109375,25.256200790405273,61.965965270996094,-0.5673040151596069,249.128289212088
27.165278,88.348528,South Sikkim,1,1081.88330078125,32.21998977661133,288.6318664550781,-0.177289679646492,300.2026684258173
27.165333,88.162028,West Sikkim,1,1206.6907958984375,29.111103057861328,256.1314392089844,-1.7467656135559082,29.15826076839218
27.165528,88.496556,South Sikkim,1,1263.9530029296875,30.59040069580078,50.914772033691406,-0.17984536290168762,606.7441026159734
27.165586,88.488511,South Sikkim,1,1247.9454345703125,24.28225326538086,187.8135986328125,0.12743951380252838,824.7201566774313
27.165833,88.436667,South Sikkim,1,1544.2391357421875,36.418617248535156,170.11224365234375,-1.6929527521133423,145.79130384196088
27.166278,88.144333,West Sikkim,1,2025.3507080078125,42.333587646484375,153.16763305664062,-0.46516284346580505,82.47201566774314
27.166528,88.401333,South Sikkim,1,1519.4647216796875,27.538902282714844,252.81784057617188,-0.37292855978012085,170.02041587784976
27.166611,88.417528,South Sikkim,1,1805.46923828125,30.59453773498535,115.03451538085938,-1.0021145343780518,495.690433062667
27.167611,88.348889,South Sikkim,1,1098.424560546875,38.060874938964844,233.3445281982422,-1.9395617246627808,314.0440794543925
27.167972,88.224778,West Sikkim,1,1467.5540771484375,34.677284240722656,55.66181945800781,0.33040088415145874,949.3241918858973
27.168167,88.384556,South Sikkim,1,1545.4468994140625,34.785377502441406,253.79367065429688,-0.1682155728340149,235.08141380687945
27.169028,88.486333,South Sikkim,1,1244.73388671875,33.8629035949707,0.4353010356426239,0.5591200590133667,560.1118987424379
27.169472,88.363778,South Sikkim,1,1542.73046875,35.584327697753906,308.187744140625,1.4201551675796509,905.7853084761554
27.169583,88.462361,South Sikkim,1,1649.2506103515625,24.090879440307617,116.23316192626953,-1.4252952337265015,965.7504727558779
27.170833,88.086361,West Sikkim,1,2370.092041015625,17.01016616821289,215.60736083984375,-0.49517059326171875,470.1628276137589
27.171083,88.245417,West Sikkim,1,1114.8736572265625,30.55726432800293,264.5241394042969,-0.5729896426200867,495.690433062667
27.171139,88.354611,South Sikkim,1,1233.78662109375,30.306154251098633,193.84349060058594,-0.7682552337646484,157.02203972719624
27.171639,88.159333,West Sikkim,1,1399.0460205078125,20.991323471069336,139.64743041992188,-1.0583969354629517,227.73329671633672
27.171833,88.160861,West Sikkim,1,1351.000732421875,28.5985050201416,119.87521362304688,-0.23492173850536346,123.70802350161468
27.172083,88.090333,West Sikkim,1,2332.73388671875,17.43037986755371,170.360107421875,0.02710745856165886,275.0784819325981
27.172228,88.372,South Sikkim,1,1671.4931640625,23.210739135742188,163.57608032226562,0.19563889503479004,747.3848676362641
27.172333,88.381444,South Sikkim,1,1603.99755859375,28.563077926635742,176.6787567138672,-0.6588777899742126,210.26320860757602
27.172444,88.386972,South Sikkim,1,1772.3463134765625,41.630558013916016,242.52708435058594,-1.3635281324386597,262.4243469155296
27.172444,88.089528,West Sikkim,1,2339.959716796875,24.80614471435547,197.32350158691406,-0.4530161917209625,332.4553236675307
27.173861,88.092111,West Sikkim,1,2339.671630859375,28.298181533813477,117.18081665039062,0.6278363466262817,184.41303327450134
27.173917,88.38525,South Sikkim,1,1731.368408203125,50.01042556762695,249.6973114013672,0.35107606649398804,87.47478230517653
27.174389,88.452028,South Sikkim,1,1546.906982421875,33.551700592041016,27.822052001953125,0.3366321325302124,536.0681018403303
27.175,88.385028,South Sikkim,1,1747.6502685546875,22.35157012939453,167.55279541015625,-2.4080841541290283,145.79130384196088
27.175778,88.402417,South Sikkim,1,1924.906982421875,38.083194732666016,214.97515869140625,-1.045331358909607,680.7064515747367
27.176,88.429556,South Sikkim,1,1627.3157958984375,32.782230377197266,260.3764953613281,-1.3999968767166138,525.6580215189401
27.176944,88.402056,South Sikkim,1,1921.9927978515625,37.64236831665039,244.02230834960938,-1.228306770324707,612.3234761362357
27.177056,88.402611,South Sikkim,1,1968.56640625,45.27042007446289,245.67396545410156,-1.5057275295257568,670.6399976730202
27.177167,88.369611,South Sikkim,1,1576.4290771484375,37.7930908203125,308.11383056640625,1.946568250656128,276.619549911752
27.178111,88.430556,South Sikkim,1,1615.98974609375,25.664608001708984,13.376790046691895,-1.6607052087783813,583.1652153678435
27.178889,88.533097,East Sikkim,1,350.94635009765625,46.59062957763672,129.061767578125,-0.7406309247016907,65.19985318379017
27.179278,88.190972,West Sikkim,1,1967.614990234375,29.368064880371094,133.11776733398438,-0.5459970831871033,496.54728838338445
27.179639,88.519778,East Sikkim,1,333.5940856933594,38.83970642089844,226.51747131347656,-2.0542585849761963,145.79130384196088
27.180417,88.51025,East Sikkim,1,386.67901611328125,38.2806510925293,146.63522338867188,-0.18890510499477386,260.7994127351607
27.180528,88.518611,East Sikkim,1,333.7469177246094,36.83911895751953,224.640625,-1.2184429168701172,174.94956461035306
27.181167,88.192028,West Sikkim,1,1933.942138671875,21.15389060974121,92.07267761230469,-1.0368890762329102,268.82588145153073
27.181222,88.309528,West Sikkim,1,449.8641052246094,42.00428771972656,124.59981536865234,0.34082460403442383,210.26320860757602
27.18175,88.395778,South Sikkim,1,1882.008056640625,32.75577926635742,196.10020446777344,-2.5823299884796143,466.53217229427486
27.182111,88.508,East Sikkim,1,393.0988464355469,50.69029998779297,254.2133331298828,-0.3500710129737854,164.94403133548627
27.185944,88.197944,West Sikkim,1,1758.6104736328125,46.90125274658203,159.9907684326172,-2.081416368484497,29.15826076839218
27.185972,88.205833,West Sikkim,1,1705.4884033203125,34.00871658325195,84.5530776977539,-0.7206448912620544,276.619549911752
27.186361,88.320417,West Sikkim,1,449.9397277832031,32.167659759521484,172.83644104003906,0.029182156547904015,184.41303327450134
27.186611,88.206278,West Sikkim,1,1676.988525390625,26.760448455810547,93.25010681152344,0.9088464975357056,250.82884335095778
27.18815,88.562083,East Sikkim,1,461.60711669921875,28.305299758911133,182.57034301757812,-0.26478588581085205,235.08141380687945
27.188528,88.501194,East Sikkim,1,391.7983703613281,22.650224685668945,157.7158203125,-1.7577564716339111,351.11195479568335
27.189222,88.391056,South Sikkim,1,1874.275634765625,26.714845657348633,262.1859436035156,-0.738534688949585,287.1755640555846
27.189261,88.595686,East Sikkim,1,443.07867431640625,31.678468704223633,135.05259704589844,-0.2953033149242401,41.23600783387157
27.19,88.564472,East Sikkim,1,581.100341796875,35.91328811645508,191.96356201171875,-0.19818022847175598,509.2271321978585
27.190067,88.596483,East Sikkim,1,453.7342224121094,38.16004943847656,133.75616455078125,-0.7239400148391724,65.19985318379017
27.190833,88.596889,East Sikkim,1,466.0135192871094,46.20623779296875,132.4928436279297,-0.9470453262329102,58.31652153678436
27.191639,88.325861,West Sikkim,1,469.81207275390625,31.61554718017578,128.26101684570312,-1.3858903646469116,29.15826076839218
27.191917,88.2885,West Sikkim,1,1259.8023681640625,40.08504104614258,185.3944854736328,0.5552147626876831,509.2271321978585
27.192989,88.603083,East Sikkim,1,480.8922424316406,27.42141342163086,159.27256774902344,-1.5271779298782349,87.47478230517653
27.193794,88.650528,East Sikkim,1,1155.8505859375,22.665191650390625,284.52716064453125,1.6460314989089966,405.07950455465993
27.194333,88.388889,South Sikkim,1,1746.8590087890625,28.720457077026367,252.87741088867188,-0.2783683240413666,351.11195479568335
27.195083,88.631992,East Sikkim,1,582.5358276367188,30.367984771728516,6.635864734649658,-0.2321363389492035,120.22258900738453
27.195511,88.6342,East Sikkim,1,569.81982421875,40.56161117553711,334.1280822753906,0.7135378122329712,82.47201566774314
27.195703,88.625444,East Sikkim,1,567.43115234375,35.75152587890625,319.2183837890625,1.8113181591033936,116.63304307356871
27.195722,88.387472,South Sikkim,1,1696.2164306640625,26.0355281829834,257.3301696777344,0.3073997497558594,314.0440794543925
27.197111,88.208722,West Sikkim,1,1839.447509765625,38.16564178466797,148.75282287597656,0.009476124309003353,433.46870913515824
27.197417,88.4905,South Sikkim,1,377.82794189453125,49.35414123535156,233.47479248046875,-0.6757051348686218,157.02203972719624
27.198856,88.638725,East Sikkim,1,598.609619140625,30.87312889099121,296.2998046875,1.9009249210357666,157.02203972719624
27.198928,88.66095,East Sikkim,1,1049.6895751953125,42.18124008178711,354.9273986816406,0.42309460043907166,528.0785624320677
27.199028,88.350417,South Sikkim,1,1162.6044921875,36.521514892578125,191.85984802246094,0.3254043757915497,763.1447157392414
27.199722,88.641633,East Sikkim,1,624.1505126953125,41.53871536254883,304.64715576171875,-0.9786826372146606,130.39970636758034
27.200389,88.3545,South Sikkim,1,1117.830810546875,45.47728729248047,166.91647338867188,-0.640040397644043,618.5401175080734
27.200861,88.340861,West Sikkim,1,999.85107421875,28.04620361328125,244.7570037841797,1.9037965536117554,651.9985318379016
27.201278,88.665381,East Sikkim,1,1020.6763305664062,27.688608169555664,306.2406921386719,0.7705668807029724,461.03258318625336
27.20175,88.268194,West Sikkim,1,1133.0106201171875,36.0561408996582,38.49507522583008,0.6605145931243896,170.02041587784976
27.201875,88.667278,East Sikkim,1,1018.691162109375,33.68137741088867,344.35760498046875,1.7325084209442139,590.4097815292349
27.202417,88.391583,South Sikkim,1,1649.1700439453125,27.61009979248047,272.4646911621094,-1.1798062324523926,123.70802350161468
27.202433,88.656708,East Sikkim,1,753.1123657226562,43.371673583984375,332.125732421875,-0.7459433078765869,235.08141380687945
27.203167,88.588667,East Sikkim,1,1295.6307373046875,39.31760025024414,173.5289764404297,0.08950630575418472,645.4456164607546
27.203194,88.600278,East Sikkim,1,977.0579223632812,37.19082260131836,148.78395080566406,-1.3883814811706543,379.05738998909834
27.203869,88.658333,East Sikkim,1,733.9765014648438,21.42082977294922,30.777320861816406,1.7112444639205933,206.18003916935783
27.204556,88.647222,East Sikkim,1,663.2024536132812,46.37940979003906,305.4974060058594,-1.3097152709960938,354.72555210128104
27.204694,88.32375,West Sikkim,1,464.98748779296875,42.175411224365234,99.56230163574219,-0.7089720368385315,105.13160430378801
27.205,88.591722,East Sikkim,1,1226.6893310546875,39.13588333129883,138.30050659179688,1.25641930103302,320.740868452314
27.205,88.442122,South Sikkim,1,1313.0008544921875,36.50568771362305,141.40072631835938,-1.2449904680252075,260.7994127351607
27.205047,88.689053,East Sikkim,1,747.6618041992188,7.711021423339844,265.1465148925781,0.055621977895498276,29.15826076839218
27.206611,88.442814,South Sikkim,1,1308.3629150390625,37.171958923339844,91.91172790527344,-0.07029561698436737,105.13160430378801
27.206653,88.679953,East Sikkim,1,762.88818359375,34.572654724121094,357.2529602050781,0.6696892380714417,87.47478230517653
27.206917,88.323278,West Sikkim,1,479.7151184082031,30.092344284057617,105.0939712524414,0.09797738492488861,145.79130384196088
27.207039,88.446667,South Sikkim,1,1332.3111572265625,45.17543411254883,186.7888641357422,0.46300917863845825,222.06269817368786
